Date,AUD,CAD,CHF,CYP,CZK,DKK,EEK,EUR,GBP,HKD,HUF,ISK,JPY,KRW,LTL,LVL,MTL,NOK,NZD,PLN,ROL,SEK,SGD,SIT,SKK,TRL,ZAR,BGN,TRY,CNY,HRK,IDR,MYR,PHP,RUB,THB,RON,BRL,MXN,INR,ILS
2006-12-19,1.2813,1.1542,1.2213,0.44147,21.153,5.692,11.949,0.76365,0.51283,7.774,193.15,68.774,117.86,927.15,2.6367,0.53257,0.32784,6.2169,1.4507,2.8994,?,6.9152,1.5449,183.02,26.605,?,7.0047,1.4935,1.4252,7.8205,5.6247,9086.7,3.555,49.335,26.396,35.908,2.6105,?,?,?,?
2006-12-20,1.2786,1.1565,1.2178,0.43935,21.086,5.6648,11.892,0.75999,0.51015,7.7747,192.38,68.969,118.16,932.06,2.6241,0.53002,0.32627,6.2046,1.4425,2.8966,?,6.8591,1.5448,182.12,26.509,?,7.0047,1.4864,1.4322,7.8211,5.6002,9139.7,3.5763,49.4,26.327,35.775,2.5968,?,?,?,?
2006-12-21,1.274,1.1465,1.2148,0.43786,20.766,5.6449,11.851,0.7574,0.50761,7.7747,190.79,69.265,118.15,926.0,2.6152,0.52821,0.32515,6.1812,1.4326,2.8776,?,6.8195,1.5387,181.52,26.273,?,7.0015,1.4813,1.4281,7.8149,5.5805,9090.4,3.544,49.38,26.295,35.901,2.5774,?,?,?,?
2006-12-22,1.2737,1.15,1.2166,0.43869,20.887,5.6568,11.874,0.75884,0.50964,7.7751,191.27,69.487,118.27,927.53,2.6201,0.52944,0.32577,6.1716,1.4377,2.8866,?,6.8038,1.5407,181.89,26.244,?,7.0026,1.4841,1.4294,7.8168,5.5846,9069.7,3.5355,49.27,26.311,36.545,2.5618,?,?,?,?
2006-12-25,1.2729,1.1552,1.2151,0.43822,20.901,5.6501,11.861,0.75804,0.50902,7.7767,191.2,69.656,118.45,928.59,2.6173,0.52873,0.32542,6.1985,1.4312,2.8965,?,6.8138,1.5396,181.67,26.06,?,6.9887,1.4826,1.4259,7.8161,5.5833,9077.5,3.5345,49.3,26.306,36.4,2.5402,?,?,?,?
2006-12-26,1.2729,1.1552,1.2151,0.43822,20.901,5.6501,11.861,0.75804,0.50902,7.7767,191.2,69.656,118.45,928.59,2.6173,0.52873,0.32542,6.1985,1.4312,2.8965,?,6.8138,1.5396,181.67,26.06,?,6.9887,1.4826,1.4259,7.8161,5.5833,9077.5,3.5345,49.3,26.306,36.4,2.5402,?,?,?,?
2006-12-27,1.2729,1.1552,1.2151,0.43822,20.901,5.6501,11.861,0.75804,0.50902,7.7767,191.2,69.656,118.45,928.59,2.6173,0.52873,0.32542,6.1985,1.4312,2.8965,?,6.8138,1.5396,181.67,26.06,?,6.9887,1.4826,1.4259,7.8161,5.5833,9077.5,3.5345,49.3,26.306,36.4,2.5402,?,?,?,?
2006-12-28,1.274,1.1625,1.2203,0.4394,20.967,5.6648,11.891,0.75994,0.5098,7.7757,192.61,71.791,118.63,930.47,2.6239,0.52975,0.32624,6.2528,1.4233,2.9174,?,6.8569,1.5364,182.12,26.103,?,7.0065,1.4863,1.425,7.8213,5.579,9032.6,3.5325,49.16,26.344,36.307,2.5606,?,?,?,?
2006-12-29,1.2677,1.159,1.219,0.43893,20.906,5.661,11.878,0.75913,0.50949,7.7727,191.24,71.054,118.89,929.7,2.6211,0.52926,0.32589,6.2533,1.4219,2.9078,?,6.8673,1.5341,181.92,26.236,?,7.0288,1.4847,1.4156,7.8145,5.5792,9037.4,3.5325,49.1,26.337,35.87,2.5795,?,?,?,?
2007-01-01,1.2674,1.1603,1.2201,0.43903,20.869,5.6614,11.881,0.7593,0.50987,7.776,191.17,70.714,119.16,929.99,2.6217,0.52938,0.32597,6.2551,1.4218,2.9089,?,6.8644,1.5339,181.96,26.147,?,6.995,1.485,1.4153,7.8049,5.5812,8993.2,3.53,49.01,26.333,35.513,2.5691,?,?,?,?
2007-01-02,1.2674,1.1603,1.2201,0.43903,20.869,5.6614,11.881,0.7593,0.50987,7.776,191.17,70.714,119.16,929.99,2.6217,0.52938,0.32597,6.2551,1.4218,2.9089,?,6.8644,1.5339,181.96,26.147,?,6.995,1.485,1.4153,7.8049,5.5812,8993.2,3.53,49.01,26.333,35.513,2.5691,?,?,?,?
2007-01-03,1.258,1.1644,1.2136,0.43572,20.742,5.6191,11.791,0.75358,0.50754,7.7822,189.48,70.731,118.88,925.62,2.602,0.5263,0.32351,6.1854,1.4137,2.8852,?,6.8007,1.5304,?,25.91,?,6.9555,1.4739,1.4136,7.8048,5.5482,8987.2,3.53,48.9,26.282,35.766,2.5493,?,?,?,?
2007-01-04,1.258,1.1682,1.2193,0.437,20.751,5.6346,11.826,0.7558,0.50994,7.7863,189.86,69.768,119.24,926.08,2.6096,0.5277,0.32447,6.2267,1.4189,2.8924,?,6.8166,1.532,?,25.94,?,6.9307,1.4782,1.4073,7.8052,5.5703,8969.8,3.5125,48.9,26.307,35.555,2.5382,?,?,?,?
2007-01-05,1.2728,1.1743,1.2309,0.44125,21.063,5.6868,11.939,0.76301,0.51419,7.7888,192.84,70.113,119.11,931.33,2.6345,0.53235,0.32756,6.3124,1.4309,2.9392,?,6.9202,1.5365,?,26.248,?,7.0383,1.4923,1.4177,7.8086,5.6154,9010.4,3.5215,48.825,26.368,35.575,2.5739,?,?,?,?
2007-01-08,1.2761,1.175,1.2303,0.44199,21.121,5.6964,11.959,0.76429,0.51567,7.7889,193.85,70.422,118.12,934.42,2.6389,0.5334,0.32811,6.3306,1.4434,2.9602,?,6.9341,1.535,?,26.311,?,7.1475,1.4948,1.434,7.805,5.6336,9012.5,3.5125,48.85,26.386,35.8,2.5892,?,?,?,?
2007-01-09,1.2821,1.175,1.2377,0.44472,21.259,5.7302,12.031,0.76888,0.51753,7.7933,194.73,70.813,118.73,938.11,2.6548,0.53668,0.33008,6.354,1.4587,2.9727,?,6.9668,1.5377,?,26.473,?,7.2428,1.5038,1.4439,7.8172,5.6655,9039.7,3.5145,48.78,26.757,35.654,2.6043,?,?,?,?
2007-01-10,1.2809,1.1774,1.2388,0.44431,21.201,5.7258,12.02,0.76817,0.51486,7.7969,194.35,71.079,119.27,938.62,2.6523,0.5361,0.32977,6.3416,1.4438,2.965,?,6.9872,1.5366,?,26.375,?,7.2092,1.5024,1.4349,7.8046,5.6595,9035.2,3.508,48.62,26.463,35.915,2.5992,?,?,?,?
2007-01-11,1.283,1.1781,1.2425,0.44533,21.354,5.7391,12.047,0.76994,0.51601,7.798,197.66,72.836,119.33,937.87,2.6585,0.53742,0.33054,6.3894,1.4514,3.0057,?,7.0217,1.5373,?,26.639,?,7.3733,1.5059,1.4566,7.8072,5.6755,9079.9,3.5155,48.85,26.496,36.062,2.626,?,?,?,?
2007-01-12,1.2764,1.1781,1.2422,0.44547,21.391,5.741,12.051,0.77018,0.51248,7.7981,196.73,71.858,120.27,938.92,2.6593,0.53751,0.33064,6.4329,1.4459,2.9873,?,7.0418,1.5417,?,26.608,?,7.2772,1.5063,1.4425,7.795,5.6764,9120.5,3.5185,48.975,26.516,35.92,2.6278,?,?,?,?
2007-01-15,1.2832,1.174,1.2507,0.44862,21.527,5.7806,12.136,0.77561,0.51319,7.7988,196.27,71.201,120.41,940.04,2.678,0.54115,0.33297,6.4713,1.4498,3.0041,?,7.067,1.5449,?,26.912,?,7.2549,1.5169,1.4337,7.798,5.7152,9129.8,3.5145,49.0,26.601,35.94,2.6424,?,?,?,?
2007-01-16,1.2752,1.1675,1.2462,0.44695,21.455,5.7584,12.091,0.77274,0.50881,7.7992,194.81,70.311,120.55,938.49,2.6681,0.53906,0.33174,6.4361,1.4396,2.99,?,7.0187,1.5418,?,26.903,?,7.21,1.5113,1.427,7.7915,5.6906,9115.2,3.5065,48.84,26.563,35.935,2.6208,?,?,?,?
2007-01-17,1.2747,1.1678,1.2459,0.44654,21.434,5.7534,12.08,0.77202,0.50892,7.7997,195.2,70.578,120.64,935.54,2.6656,0.53849,0.33143,6.4186,1.4348,2.9976,?,6.9961,1.5391,?,26.841,?,7.2315,1.5099,1.434,7.7897,5.6821,9072.8,3.502,48.7,26.548,35.888,2.6128,?,?,?,?
2007-01-18,1.2727,1.1748,1.2505,0.44806,21.588,5.773,12.121,0.77465,0.50883,7.8039,196.72,70.153,120.65,936.94,2.6747,0.54032,0.33256,6.4668,1.4477,3.0158,?,7.032,1.5382,?,27.163,?,7.2438,1.5151,1.4299,7.7744,5.7034,9108.4,3.5015,48.85,26.578,35.832,2.6326,?,?,?,?
2007-01-19,1.2709,1.1768,1.2523,0.44761,21.556,5.7685,12.109,0.77387,0.50805,7.8092,195.45,70.105,121.34,936.7,2.672,0.53978,0.33222,6.4727,1.4403,3.0029,?,7.0419,1.5373,?,26.959,?,7.1625,1.5135,1.422,7.7712,5.6969,9103.1,3.5018,48.8,26.569,35.217,2.623,?,?,?,?
2007-01-22,1.2697,1.1722,1.2485,0.44637,21.429,5.7524,12.075,0.77172,0.50664,7.8114,194.51,69.548,121.26,936.33,2.6646,0.53835,0.3313,6.4578,1.438,2.9719,?,7.0377,1.5367,?,26.717,?,7.1539,1.5093,1.4157,7.7736,5.6903,9077.8,3.4998,48.9,26.539,35.225,2.6094,?,?,?,?
2007-01-23,1.2664,1.1752,1.2512,0.44712,21.494,5.762,12.096,0.77304,0.50622,7.8015,194.38,69.666,121.78,940.01,2.6691,0.53927,0.33186,6.4684,1.4331,2.9737,?,7.0539,1.5379,?,26.65,?,7.1072,1.5119,1.408,7.7744,5.7046,9090.1,3.502,49.05,26.555,35.258,2.6123,?,?,?,?
2007-01-24,1.2604,1.1809,1.2398,0.44356,21.406,5.7163,11.999,0.76687,0.50245,7.7983,194.47,68.497,121.18,940.26,2.6479,0.53489,0.32922,6.4034,1.4224,2.9601,?,6.9674,1.5332,?,26.653,?,7.1075,1.4998,1.413,7.7784,5.6683,9085.1,3.5015,49.0,26.468,34.91,2.5977,?,?,?,?
2007-01-25,1.2788,1.1792,1.2453,0.44475,21.579,5.7323,12.032,0.76894,0.50711,7.8032,195.41,68.781,121.54,935.79,2.655,0.53626,0.3301,6.3541,1.4328,2.9881,?,6.9662,1.5356,?,26.89,?,7.1314,1.5039,1.4124,7.7724,5.6836,9078.8,3.5,48.812,26.484,35.158,2.6079,?,?,?,?
2007-01-26,1.2821,1.1779,1.2447,0.44568,21.689,5.7436,12.057,0.77053,0.5074,7.8063,196.22,68.67,120.88,936.05,2.6605,0.53745,0.33079,6.3276,1.423,3.0032,?,6.9926,1.5356,?,27.106,?,7.1748,1.507,1.418,7.7708,5.6865,9094.6,3.5005,48.905,26.502,34.15,2.6141,?,?,?,?
2007-01-29,1.2932,1.1825,1.2545,0.44841,21.801,5.778,12.129,0.77513,0.51023,7.8087,198.43,69.754,121.47,940.62,2.6764,0.54027,0.33276,6.3511,1.4391,3.0419,?,7.0409,1.5381,?,27.304,?,7.2696,1.516,1.43,7.7761,5.7211,9120.2,3.5015,49.08,26.575,33.375,2.644,?,?,?,?
2007-01-30,1.2946,1.1846,1.255,0.44788,21.837,5.7697,12.11,0.77393,0.51095,7.8113,198.65,68.981,122.05,940.48,2.6722,0.53904,0.33225,6.3269,1.4373,3.0408,?,7.0215,1.5401,?,27.295,?,7.3337,1.5137,1.4287,7.7742,5.706,9122.4,3.5025,49.135,26.571,34.017,2.6349,?,?,?,?
2007-01-31,1.2943,1.1827,1.2516,0.44611,21.816,5.7464,12.062,0.77089,0.50902,7.8099,198.69,68.316,121.79,942.72,2.6617,0.53693,0.33094,6.2966,1.4398,3.0362,?,6.9675,1.5379,?,27.195,?,7.335,1.5077,1.4288,7.7752,5.6807,9100.4,3.5023,48.962,26.533,34.266,2.628,?,?,?,?
2007-02-01,1.2958,1.183,1.2517,0.44673,21.741,5.7552,12.079,0.77196,0.512,7.8069,198.56,68.38,121.41,941.18,2.6654,0.53752,0.3314,6.2899,1.4648,3.0318,?,6.9878,1.5375,?,27.111,?,7.2693,1.5098,1.4208,7.7737,5.6874,9099.9,3.5005,48.88,26.547,34.55,2.6285,?,?,?,?
2007-02-02,1.2889,1.1775,1.2423,0.4447,21.578,5.7257,12.018,0.76805,0.50791,7.8041,195.84,68.372,120.47,937.02,2.6519,0.53487,0.32972,6.2408,1.456,2.9952,?,6.9428,1.5336,?,26.813,?,7.1893,1.5022,1.4071,7.7588,5.656,9081.4,3.5005,48.7,26.494,35.15,2.6088,?,?,?,?
2007-02-05,1.2919,1.1836,1.2423,0.44478,21.661,5.7252,12.018,0.76805,0.50795,7.8072,196.44,68.364,121.07,937.33,2.6519,0.53479,0.32972,6.2485,1.4723,2.9975,?,6.9566,1.5356,?,26.787,?,7.1807,1.5022,1.4025,7.7558,5.6613,9076.8,3.5005,48.7,26.462,34.965,2.5998,?,?,?,?
2007-02-06,1.2908,1.1847,1.2511,0.44805,21.77,5.767,12.106,0.77369,0.51153,7.8081,197.02,68.526,120.58,935.78,2.6714,0.53888,0.33215,6.2824,1.4674,3.0008,?,7.0532,1.5345,?,26.924,?,7.2342,1.5132,1.4074,7.7609,5.7137,9065.4,3.5007,48.665,26.548,34.55,2.619,?,?,?,?
2007-02-07,1.2871,1.1827,1.2428,0.44701,21.71,5.7536,12.078,0.7719,0.50776,7.8086,194.89,68.275,120.08,932.92,2.6652,0.53755,0.33138,6.2617,1.4665,2.9829,?,7.0525,1.5328,?,26.651,?,7.1905,1.5097,1.3983,7.7553,5.7028,9053.6,3.496,48.5,26.523,34.218,2.5996,?,?,?,?
2007-02-08,1.2855,1.1835,1.2405,0.44591,21.659,5.7384,12.048,0.77,0.50705,7.8124,194.99,67.929,120.69,933.63,2.6587,0.53623,0.33056,6.2289,1.4649,2.9787,?,7.0205,1.5331,?,26.579,?,7.1873,1.506,1.4026,7.7477,5.6872,9038.3,3.4935,48.35,26.503,34.298,2.5947,?,?,?,?
2007-02-09,1.2831,1.1864,1.2495,0.44577,21.717,5.737,12.044,0.76976,0.51051,7.8154,194.84,68.016,121.38,935.03,2.6578,0.53614,0.33046,6.2316,1.459,2.9839,?,7.0008,1.5338,?,26.621,?,7.1614,1.5055,1.4058,7.7484,5.6817,9052.4,3.4945,48.405,26.379,34.178,2.5973,?,?,?,?
2007-02-12,1.2878,1.176,1.2493,0.44522,21.715,5.7301,12.03,0.76882,0.51322,7.8143,194.51,67.81,121.52,934.5,2.6546,0.53548,0.33005,6.2512,1.4648,2.9891,?,6.9911,1.5329,?,26.593,?,7.1692,1.5037,1.3999,7.7474,5.67,9052.8,3.4938,48.3,26.349,33.949,2.5986,?,?,?,?
2007-02-13,1.2925,1.1714,1.2533,0.44697,21.851,5.7531,12.077,0.77184,0.51378,7.8134,196.6,68.215,121.9,937.64,2.665,0.53759,0.33135,6.2485,1.4613,3.0255,?,7.0276,1.5385,?,26.787,?,7.2863,1.5096,1.4126,7.757,5.6768,9043.7,3.4938,48.185,26.408,33.75,2.6213,?,?,?,?
2007-02-14,1.291,1.1713,1.2466,0.44471,21.681,5.7237,12.016,0.76793,0.51448,7.8145,195.07,67.993,121.33,939.56,2.6515,0.53486,0.32967,6.2287,1.4555,3.0026,?,7.0389,1.5411,?,26.415,?,7.2401,1.5019,1.403,7.7661,5.649,9074.6,3.5,48.47,26.357,33.827,2.6048,?,?,?,?
2007-02-15,1.2792,1.1669,1.2435,0.44267,21.608,5.6974,11.961,0.76441,0.51162,7.813,193.79,67.413,121.2,938.47,2.6394,0.53256,0.32816,6.1833,1.4465,2.9926,?,6.9875,1.5369,?,26.264,?,7.2271,1.495,1.3985,7.7572,5.6238,9068.2,3.4985,48.375,26.298,33.307,2.5887,?,?,?,?
2007-02-16,1.2728,1.1666,1.2383,0.44082,21.527,5.6741,11.911,0.76121,0.51089,7.8092,191.73,67.306,120.1,934.76,2.6283,0.53049,0.32679,6.1525,1.4375,2.9678,?,7.021,1.5353,?,26.165,?,7.179,1.4888,1.39,7.7552,5.5992,9040.9,3.496,48.24,26.231,33.394,2.5721,?,?,?,?
2007-02-19,1.2733,1.1631,1.2358,0.4415,21.533,5.6828,11.927,0.76225,0.51307,7.8139,192.54,67.2,119.12,936.43,2.6319,0.53121,0.32724,6.1319,1.4372,2.9781,?,7.0662,1.5323,?,26.127,?,7.1911,1.4908,1.3881,7.743,5.606,9050.2,3.493,47.975,26.247,33.4,2.573,?,?,?,?
2007-02-20,1.2731,1.1657,1.2348,0.44106,21.444,5.6773,11.915,0.7615,0.51409,7.813,191.75,66.616,119.56,936.49,2.6293,0.53663,0.32691,6.1255,1.428,2.9674,?,7.0382,1.533,?,26.081,?,7.1302,1.4893,1.383,7.7429,5.6012,9074.0,3.493,48.1,26.229,34.199,2.5693,?,?,?,?
2007-02-21,1.2711,1.1657,1.2367,0.44062,21.396,5.672,11.903,0.76075,0.51221,7.8136,192.07,66.345,120.21,938.46,2.6267,0.53815,0.32659,6.1175,1.4269,2.9617,?,7.0392,1.5332,?,26.109,?,7.1235,1.4879,1.3829,7.7429,5.5926,9062.8,3.492,48.02,26.212,33.351,2.5725,?,?,?,?
2007-02-22,1.2659,1.1677,1.2375,0.44062,21.428,5.6717,11.903,0.76075,0.51168,7.8136,191.29,66.58,120.89,938.53,2.6267,0.53861,0.32659,6.1335,1.4182,2.9564,?,7.0825,1.534,?,26.083,?,7.1236,1.4879,1.3834,7.7429,5.589,9068.8,3.4935,48.05,26.201,33.83,2.5725,?,?,?,?
2007-02-23,1.2674,1.1608,1.2423,0.44193,21.545,5.6886,11.939,0.76301,0.51267,7.8117,192.03,66.496,121.32,938.88,2.6345,0.53846,0.32756,6.1525,1.4161,2.9576,?,7.1078,1.5343,?,26.161,?,7.0617,1.4923,1.3818,7.743,5.603,9080.6,3.495,48.3,26.24,33.923,2.5801,?,?,?,?
2007-02-26,1.2662,1.1588,1.2382,0.44115,21.566,5.6763,11.913,0.76138,0.50952,7.8095,192.13,66.583,121.33,938.02,2.6289,0.53769,0.32686,6.1413,1.4168,2.9553,?,7.0854,1.5333,?,26.158,?,7.088,1.4891,1.3815,7.7425,5.5965,9079.5,3.4935,48.15,26.216,33.547,2.5707,?,?,?,?
2007-02-27,1.2625,1.1593,1.2312,0.44027,21.584,5.6639,11.89,0.75988,0.50957,7.81,192.2,65.646,120.59,938.75,2.6237,0.53632,0.32622,6.1269,1.4117,2.9584,?,7.0528,1.5281,?,26.199,?,7.0978,1.4862,1.3848,7.7538,5.585,9067.6,3.4915,48.06,26.185,33.827,2.5673,?,?,?,?
2007-02-28,1.2619,1.1609,1.2232,0.43794,21.514,5.6337,11.827,0.75586,0.50922,7.8141,192.46,66.002,119.18,938.93,2.6098,0.53243,0.32449,6.0915,1.4161,2.9575,?,6.9887,1.5255,?,26.051,?,7.1712,1.4783,1.4033,7.7415,5.5557,9092.2,3.4955,48.2,26.12,34.1,2.561,?,?,?,?
2007-03-01,1.2687,1.1671,1.2214,0.43857,21.418,5.6413,11.844,0.75694,0.50992,7.8117,192.79,66.588,118.42,941.79,2.6136,0.53448,0.32496,6.1464,1.4284,2.9658,?,7.0216,1.528,?,26.069,?,7.2552,1.4804,1.4166,7.7405,5.5626,9131.8,3.503,48.55,26.134,33.987,2.5717,?,?,?,?
2007-03-02,1.2714,1.1718,1.2174,0.43811,21.342,5.6338,11.831,0.75614,0.50938,7.8117,193.72,66.752,117.52,941.78,2.6108,0.53444,0.32461,6.1316,1.4394,2.9652,?,7.0153,1.5259,?,26.039,?,7.3403,1.4789,1.4312,7.7437,5.5501,9152.4,3.507,48.4,26.124,33.783,2.5648,?,?,?,?
2007-03-05,1.2768,1.1742,1.2237,0.44017,21.392,5.6593,11.887,0.75971,0.51417,7.8136,193.29,67.158,116.93,943.17,2.6231,0.53787,0.32614,6.1658,1.4548,2.9635,?,7.0597,1.526,?,26.084,?,7.3448,1.4858,1.4305,7.7467,5.5751,9167.4,3.5065,48.525,26.184,33.647,2.5772,?,?,?,?
2007-03-06,1.2915,1.1809,1.223,0.44286,21.546,5.693,11.96,0.76435,0.52144,7.8147,194.63,68.822,115.36,951.16,2.6392,0.53986,0.32814,6.2547,1.4803,2.9886,?,7.132,1.5295,?,26.309,?,7.501,1.4949,1.456,7.7498,5.6084,9254.8,3.5175,48.8,26.274,33.15,2.5988,?,?,?,?
2007-03-07,1.294,1.1782,1.2244,0.44229,21.508,5.6857,11.944,0.76336,0.51882,7.8145,193.32,67.847,116.56,947.33,2.6357,0.54031,0.32771,6.2302,1.471,2.9753,?,7.0828,1.5282,?,26.247,?,7.3908,1.493,1.4351,7.7412,5.6025,9219.8,3.5135,48.625,26.254,32.517,2.5844,?,?,?,?
2007-03-08,1.2841,1.1763,1.2219,0.44111,21.434,5.6703,11.912,0.76132,0.51861,7.8173,192.55,67.575,116.34,949.22,2.6287,0.53955,0.32684,6.2029,1.4604,2.9747,?,7.0535,1.5271,?,26.136,?,7.4244,1.489,1.4343,7.7396,5.5927,9209.7,3.511,48.5,26.221,32.765,2.5781,?,?,?,?
2007-03-09,1.2842,1.1781,1.2216,0.44054,21.4,5.6632,11.897,0.76034,0.5181,7.8155,191.34,66.895,117.11,947.23,2.6253,0.53893,0.32641,6.1991,1.456,2.9535,?,7.0598,1.5269,?,25.795,?,7.3852,1.4871,1.4218,7.7403,5.5908,9172.7,3.507,48.425,26.201,32.883,2.5677,?,?,?,?
2007-03-12,1.2838,1.1759,1.2267,0.44044,21.412,5.6623,11.894,0.76017,0.51737,7.8145,190.86,67.533,117.28,945.72,2.6247,0.53812,0.32634,6.1665,1.4508,2.9516,?,7.0645,1.5257,?,25.89,?,7.3936,1.4867,1.4217,7.7446,5.5926,9176.0,3.504,48.47,26.192,32.664,2.5693,?,?,?,?
2007-03-13,1.2795,1.1696,1.2266,0.44041,21.464,5.6626,11.893,0.76011,0.51855,7.8147,189.94,67.391,117.39,943.98,2.6245,0.53801,0.32631,6.1736,1.4479,2.9491,?,7.0637,1.5264,?,25.891,?,7.359,1.4866,1.4116,7.7516,5.5876,9172.2,3.501,48.25,26.2,32.882,2.5623,?,?,?,?
2007-03-14,1.2705,1.1691,1.2177,0.43834,21.336,5.6365,11.838,0.75654,0.5168,7.8151,189.14,67.166,116.61,944.47,2.6122,0.53571,0.32478,6.1238,1.4379,2.9464,?,7.0291,1.5281,?,25.77,?,7.4406,1.4796,1.4186,7.7432,5.5629,9214.7,3.5075,48.475,26.128,33.067,2.5533,?,?,?,?
2007-03-15,1.2773,1.1754,1.219,0.43951,21.352,5.6517,11.869,0.75855,0.51987,7.8154,190.61,67.542,116.56,946.07,2.6191,0.53728,0.32565,6.1613,1.4516,2.9606,?,7.0597,1.5348,?,25.811,?,7.461,1.4836,1.4228,7.738,5.589,9219.4,3.5115,48.565,26.164,32.921,2.5632,?,?,?,?
2007-03-16,1.2695,1.1756,1.2164,0.43808,21.213,5.6327,11.83,0.75609,0.51622,7.8119,189.19,67.314,117.26,944.96,2.6106,0.53652,0.32459,6.1145,1.4441,2.945,?,7.0074,1.5333,?,25.684,?,7.4417,1.4788,1.4086,7.7438,5.5652,9225.8,3.5125,48.585,26.142,33.033,2.5469,?,?,?,?
2007-03-19,1.2576,1.1735,1.2052,0.43512,20.914,5.5902,11.743,0.75047,0.51347,7.8109,186.94,67.28,116.79,944.77,2.5912,0.53268,0.32218,6.1084,1.4325,2.9216,?,6.9512,1.5266,?,25.487,?,7.4364,1.4678,1.4083,7.7358,5.5227,9226.3,3.5085,48.655,26.026,32.908,2.5249,?,?,?,?
2007-03-20,1.2503,1.1746,1.2108,0.43584,20.881,5.5988,11.762,0.75171,0.51361,7.8133,185.05,66.932,117.39,943.47,2.5955,0.53334,0.32271,6.1249,1.4252,2.9081,?,6.9846,1.5266,?,24.73,?,7.4175,1.4702,1.396,7.7358,5.5375,9225.0,3.5005,48.635,26.041,33.053,2.5073,?,?,?,?
2007-03-21,1.25,1.1674,1.2126,0.43622,20.915,5.6018,11.768,0.75211,0.51076,7.8129,185.33,66.862,117.44,941.26,2.5969,0.53362,0.32288,6.1409,1.4205,2.9122,?,6.996,1.5267,?,24.995,?,7.3782,1.471,1.3952,7.7377,5.543,9154.6,3.4965,48.425,26.043,32.85,2.5105,?,?,?,?
2007-03-22,1.248,1.1592,1.2152,0.43632,21.017,5.6039,11.771,0.75228,0.51072,7.8109,186.32,67.073,117.84,938.99,2.5975,0.53374,0.32295,6.1649,1.4189,2.9146,?,6.9987,1.5234,?,25.118,?,7.3359,1.4713,1.394,7.7341,5.5499,9134.9,3.474,48.25,26.044,32.017,2.5234,?,?,?,?
2007-03-23,1.239,1.1572,1.2126,0.43457,20.962,5.5802,11.72,0.74901,0.50824,7.8092,184.25,66.272,117.8,937.38,2.5862,0.53135,0.32155,6.1179,1.4033,2.8978,?,6.9645,1.5173,?,24.983,?,7.2107,1.4649,1.3854,7.7268,5.5288,9106.4,3.4675,48.055,25.988,31.947,2.511,?,?,?,?
2007-03-26,1.2395,1.158,1.2129,0.43558,20.99,5.5905,11.741,0.75036,0.50859,7.8112,185.11,66.377,117.54,936.82,2.5908,0.53245,0.32213,6.0891,1.3997,2.9084,?,6.9884,1.517,?,25.198,?,7.2245,1.4675,1.3866,7.7279,5.5388,9110.1,3.4565,48.025,26.017,31.817,2.5234,?,?,?,?
2007-03-27,1.2406,1.1622,1.2219,0.43762,21.059,5.6161,11.796,0.75386,0.50988,7.8138,186.08,66.498,118.39,938.56,2.6029,0.53494,0.32363,6.1266,1.4013,2.9175,?,7.0172,1.5185,?,25.351,?,7.2148,1.4744,1.3836,7.7384,5.5607,9103.7,3.4525,48.075,26.079,32.831,2.5333,?,?,?,?
2007-03-28,1.2355,1.156,1.2146,0.43493,20.968,5.5821,11.723,0.74923,0.50873,7.8137,185.48,66.142,118.31,940.74,2.5869,0.53173,0.32165,6.089,1.392,2.8999,?,6.9815,1.5166,?,25.167,?,7.2547,1.4653,1.3889,7.7336,5.5267,9120.4,3.4505,48.01,25.995,32.367,2.5188,?,?,?,?
2007-03-29,1.2385,1.1595,1.211,0.43505,21.033,5.5808,11.722,0.74918,0.50907,7.8132,186.66,66.16,117.16,939.54,2.5868,0.53169,0.32162,6.0934,1.4011,2.9095,?,6.9816,1.5178,?,25.111,?,7.2962,1.4652,1.3944,7.7292,5.5308,9149.7,3.4622,48.3,25.993,31.998,2.5221,?,?,?,?
2007-03-30,1.2362,1.1599,1.2144,0.43492,20.997,5.5796,11.719,0.74895,0.50876,7.8131,185.74,66.087,117.4,940.83,2.586,0.53146,0.32152,6.068,1.4015,2.8982,?,6.993,1.5184,?,25.001,?,7.3206,1.4648,1.3929,7.7269,5.5352,9127.5,3.4545,48.2,25.99,32.325,2.5195,?,?,?,?
2007-04-02,1.2377,1.1538,1.2199,0.43603,21.032,5.5945,11.749,0.75086,0.51044,7.8142,186.06,65.843,118.13,940.83,2.5926,0.53289,0.32235,6.0963,1.3999,2.9034,?,7.0177,1.517,?,25.034,?,7.2838,1.4685,1.3857,7.7301,5.5601,9125.2,3.4575,48.205,26.023,32.33,2.5189,?,?,?,?
2007-04-03,1.2248,1.1566,1.214,0.43469,20.904,5.5741,11.707,0.74817,0.50584,7.8154,184.76,66.041,117.72,937.38,2.5833,0.52985,0.32119,6.1039,1.3894,2.8837,?,7.0081,1.5182,?,24.903,?,7.2667,1.4633,1.3879,7.7338,5.551,9114.2,3.4595,48.37,25.982,32.432,2.5046,?,?,?,?
2007-04-04,1.2284,1.1579,1.2184,0.4351,20.969,5.5782,11.714,0.74862,0.50614,7.8148,184.83,66.372,118.68,936.74,2.5848,0.53032,0.32138,6.1162,1.3878,2.8849,?,7.0094,1.5186,?,24.904,?,7.2181,1.4641,1.3829,7.7317,5.5499,9092.7,3.4605,47.925,25.988,32.506,2.5004,?,?,?,?
