AUD,CAD,CHF,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,NOK,NZD,PLN,SEK,SGD,ZAR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.208,1.1834,0.87803,23.779,6.35,0.8541200000000001,0.65528,7.7512,275.36,116.57,1078.7,7.6136,1.2712,3.6734,8.0809,1.3221,11.45,,,,,,,,,,,,,,,,,
1.2179,1.2035,0.8740100000000001,23.986,6.4158,0.8629600000000001,0.65904,7.752000000000002,276.47,116.55,1077.6,7.5928,1.2833,3.7262,8.1192,1.3258,11.566,,,,,,,,,,,,,,,,,
1.2179,1.1983,0.8720399999999999,24.025,6.4063,0.8617,0.6604,7.7521,274.64,117.42,1078.0,7.6109,1.2851,3.7194,8.1065,1.3316,11.651,,,,,,,,,,,,,,,,,
1.2197,1.2013,0.87115,24.051,6.4212,0.8636299999999999,0.65956,7.752999999999999,274.23,118.64,1087.8,7.6013,1.2967,3.7374,8.1438,1.3388,11.626,,,,,,,,,,,,,,,,,
1.2174,1.2075,0.8623299999999999,24.1,6.4138,0.86259,0.66169,7.7529,272.02,117.37,1082.9,7.6124,1.3046,3.7141,8.1289,1.3331,11.546,,,,,,,,,,,,,,,,,
1.2308,1.2354,0.85583,24.014,6.4085,0.8607299999999999,0.65794,7.752999999999999,271.61,117.66,1084.0,7.6011,1.3207,3.7009,8.1258,1.3323,11.48,,,,,,,,,,,,,,,,,
1.2653,1.2446,0.87659,24.854,6.6467,0.89302,0.66735,7.7522,277.65,117.99,1079.6,7.7742,1.3424,3.7756,8.3343,1.3447,11.469,,,,,,,,,,,,,,,,,
1.2653,1.2459,0.89061,24.683000000000003,6.6213,0.88936,0.66609,7.7526,276.3,118.31,1082.4,7.7681,1.3454,3.7493,8.3269,1.3439,11.479,,,,,,,,,,,,,,,,,
1.2589,1.2458,0.8995200000000001,24.652,6.5879,0.88449,0.66093,7.7527,276.11,117.71,1078.8,7.795,1.3443,3.7414,8.2336,1.3415,11.594,,,,,,,,,,,,,,,,,
1.2548,1.2421,0.90286,24.547,6.5621,0.8815200000000001,0.65815,7.752000000000002,275.19,117.86,1085.9,7.752999999999999,1.3361,3.7346,8.1889,1.3527,11.566,,,,,,,,,,,,,,,,,
1.2846,1.2531,0.91666,24.562,6.5789,0.8837799999999999,0.66085,7.7527,275.74,117.92,1096.2,7.7976,1.3745,3.7405,8.2408,1.3526,11.624,,,,,,,,,,,,,,,,,
1.2857,1.267,0.92596,24.588,6.5847,0.88456,0.6644,7.752000000000002,276.01,117.72,1102.6,7.8138,1.3771,3.7218,8.2806,1.3527,11.59,,,,,,,,,,,,,,,,,
1.2841,1.2672,0.93006,24.535,6.5818,0.8841700000000001,0.66543,7.7544,274.59,117.65,1101.8,7.7122,1.376,3.6933,8.2822,1.3528,11.576,,,,,,,,,,,,,,,,,
1.3009,1.2584,0.92528,24.392,6.5436,0.8790399999999999,0.66275,7.7544,271.78,117.33,1099.9,7.5923,1.3838,3.6586,8.2734,1.3504,11.456,,,,,,,,,,,,,,,,,
1.2862,1.2452,0.92626,24.262,6.5036,0.8736700000000001,0.65665,7.7541,269.83,117.5,1086.1,7.5402,1.3530000000000002,3.6351,8.237,1.3451,11.421,,,,,,,,,,,,,,,,,
1.281,1.2524,0.92787,24.284,6.5255,0.8764200000000001,0.65574,7.7524,269.27,117.42,1089.6,7.5697,1.3521,3.6507,8.2891,1.3461,11.379,,,,,,,,,,,,,,,,,
1.273,1.2445,0.92024,24.197,6.5031,0.87359,0.65283,7.7522,267.55,117.31,1087.5,7.487999999999999,1.3466,3.6385,8.2611,1.3433,11.312,,,,,,,,,,,,,,,,,
1.2798,1.25,0.92488,24.585,6.6022,0.88692,0.65765,7.7531,272.55,118.6,1096.9,7.6404,1.3484,3.7093,8.3978,1.3554,11.578,,,,,,,,,,,,,,,,,
1.2855,1.2471,0.92564,24.544,6.5894,0.8851899999999999,0.65681,7.7538,273.82,119.21,1095.2,7.582999999999998,1.3513,3.7185,8.3442,1.3563,11.635,,,,,,,,,,,,,,,,,
1.291,1.2611,0.92496,24.465,6.5795,0.8838600000000001,0.6537,7.7538,274.13,119.76,1105.0,7.603,1.3498,3.7281,8.36,1.3601,11.826,,,,,,,,,,,,,,,,,
1.3031,1.256,0.93212,24.454,6.5718,0.88277,0.65113,7.755,271.68,119.81,1108.5,7.7176,1.3571,3.7002,8.5009,1.3592,11.808,,,,,,,,,,,,,,,,,
1.2907,1.2508,0.92927,24.286,6.5407,0.87866,0.6502899999999999,7.7554,268.9,119.02,1099.6,7.6035,1.3454,3.67,8.4252,1.3566,11.724,,,,,,,,,,,,,,,,,
1.2859,1.2453,0.93145,24.227,6.5252,0.8765799999999999,0.65051,7.7577,269.03,118.57,1102.0,7.5416,1.3318,3.6669,8.4009,1.357,11.632,,,,,,,,,,,,,,,,,
1.2784,1.2374,0.93132,24.195,6.5212,0.8760399999999999,0.65125,7.7589,269.65,118.8,1105.9,7.5099,1.3264,3.6682,8.343,1.3546,11.595,,,,,,,,,,,,,,,,,
1.2837,1.245,0.94152,24.255,6.5459,0.87935,0.6482600000000001,7.7584,270.59,119.32,1114.1,7.5167,1.332,3.6853,8.3969,1.3608,11.688,,,,,,,,,,,,,,,,,
1.285,1.252,0.9481,24.039,6.5375,0.8781899999999999,0.6480199999999999,7.7572,268.15,119.01,1113.2,7.592,1.3303,3.6616,8.4055,1.3582,11.645,,,,,,,,,,,,,,,,,
1.2745,1.2456,0.94866,24.348000000000006,6.604,0.8851100000000001,0.6503800000000001,7.7567,270.56,118.53,1110.7,7.6058,1.3241,3.7008,8.4274,1.3595,11.655,,,,,,,,,,,,,,,,,
1.2843,1.2618,0.94946,24.291,6.6062,0.8851100000000001,0.65073,7.7563,270.04,119.05,1109.4,7.6478,1.3313,3.695,8.4666,1.3617,11.711,,,,,,,,,,,,,,,,,
1.2896,1.2643,0.94942,24.265,6.585,0.88277,0.64831,7.7574,269.24,119.49,1113.7,7.6139,1.344,3.6778,8.4039,1.3612,11.608,,,,,,,,,,,,,,,,,
1.2681,1.2441,0.9495,24.166,6.5794,0.8813700000000001,0.6458699999999999,7.7558,269.3,118.91,1100.7,7.6084,1.3248,3.6678,8.3651,1.3554,11.48,,,,,,,,,,,,,,,,,
1.2686,1.247,0.94946,24.313,6.5988,0.8836299999999999,0.6451399999999999,7.7547,267.63,118.88,1096.2,7.5674,1.3183,3.6701,8.318999999999999,1.3513,11.432,,,,,,,,,,,,,,,,,
1.2774,1.2451,0.94626,24.411,6.6423,0.8896799999999999,0.64751,7.7551,269.6,119.26,1099.8,7.6281,1.3211,3.6943,8.3357,1.3602,11.626,,,,,,,,,,,,,,,,,
1.2856,1.2492,0.9552,24.484,6.6476,0.89071,0.64968,7.7545,270.4,119.77,1100.6,7.6677,1.3278,3.7021,8.3224,1.3631,11.707,,,,,,,,,,,,,,,,,
1.2794,1.2519,0.96132,24.582,6.6738,0.8954200000000001,0.6515,7.7551,273.16,119.75,1097.5,7.7091,1.3258,3.7233,8.3063,1.3630000000000002,11.793,,,,,,,,,,,,,,,,,
1.2757,1.2515,0.96134,24.689,6.704,0.89896,0.65255,7.7549,275.5,119.7,1098.9,7.7441,1.317,3.7511,8.3045,1.367,11.783,,,,,,,,,,,,,,,,,
1.2833,1.244,0.96639,24.774,6.7343,0.90342,0.6550699999999999,7.7556,275.87,120.25,1101.1,7.7207,1.335,3.7399,8.3241,1.3692,11.759,,,,,,,,,,,,,,,,,
1.2761,1.2466,0.97601,24.899,6.7969,0.91216,0.65858,7.7584,277.1,119.93,1098.1,7.7917,1.3342,3.7561,8.3821,1.3686,11.779000000000002,,,,,,,,,,,,,,,,,
1.2931,1.2591,0.98444,25.093000000000004,6.8604,0.92081,0.66169,7.7591,281.04,120.91,1113.4,7.8992,1.3564,3.792,8.459,1.3793,12.088,,,,,,,,,,,,,,,,,
1.3069,1.2634,0.99674,25.41,6.9395,0.93127,0.66381,7.7599,286.76,121.34,1123.8,8.0457,1.3717,3.8525,8.5536,1.3866,12.281,,,,,,,,,,,,,,,,,
1.314,1.2698,1.0073,25.802,7.0515,0.94536,0.6651100000000001,7.7616,287.55,121.32,1128.0,8.184,1.381,3.9105,8.622,1.3874,12.295,,,,,,,,,,,,,,,,,
1.2976,1.2656,1.0022,25.726,7.0268,0.94224,0.66814,7.7677,286.06,120.88,1120.1,8.0948,1.3501,3.8981,8.5877,1.3778,12.214,,,,,,,,,,,,,,,,,
1.3053,1.2734,1.0072,25.837,7.0559,0.94589,0.67655,7.7671,289.92,121.46,1134.3,8.1588,1.3618,3.9292,8.6566,1.3885,12.466,,,,,,,,,,,,,,,,,
1.3069,1.2781,1.0055,25.867,7.072,0.94724,0.67548,7.7651,287.66,121.21,1132.2,8.2277,1.3552,3.9103,8.6703,1.3896,12.401,,,,,,,,,,,,,,,,,
1.3083,1.2774,1.0024,25.56,7.0159,0.94029,0.67696,7.7643,285.96,121.2,1126.5,8.2666,1.3582,3.8921,8.629,1.3885,12.394,,,,,,,,,,,,,,,,,
1.3124,1.2824,1.0033,25.791,7.0422,0.94411,0.6825899999999999,7.7585,287.01,121.18,1129.4,8.4026,1.3653,3.9148,8.8109,1.3911,12.373,,,,,,,,,,,,,,,,,
1.308,1.2717,0.99232,25.686,6.9784,0.93659,0.67275,7.7589,283.99,120.93,1121.9,8.0879,1.3537,3.867,8.6913,1.3869999999999998,12.253,,,,,,,,,,,,,,,,,
1.2981,1.2672,0.97921,25.5,6.915,0.92799,0.6732600000000001,7.7594,281.98,120.88,1121.0,8.0851,1.3364,3.83,8.6308,1.3862,12.122,,,,,,,,,,,,,,,,,
1.2773,1.2525,0.96783,25.086,6.8324,0.91642,0.67064,7.7555,279.28,119.87,1107.5,7.9064,1.3118,3.777,8.5048,1.3706,11.970999999999998,,,,,,,,,,,,,,,,,
1.2642,1.2465,0.95808,25.014,6.8131,0.91324,0.67068,7.7545,276.04,119.53,1104.5,7.8479,1.306,3.7563,8.482999999999999,1.3641,11.837,,,,,,,,,,,,,,,,,
1.2676,1.2482,0.9574,24.923,6.7991,0.91033,0.6704600000000001,7.7552,272.01,119.37,1099.9,7.8225,1.3038,3.7194,8.4685,1.3676,11.795,,,,,,,,,,,,,,,,,
1.2749,1.2442,0.95671,24.949,6.8056,0.91133,0.67174,7.7545,273.08,119.08,1104.6,7.8379,1.315,3.7148,8.4981,1.3658,11.865,,,,,,,,,,,,,,,,,
1.2841,1.2509,0.965,25.353,6.8784,0.92115,0.67225,7.7543,276.84,119.19,1104.8,7.9633,1.3211,3.7747,8.5831,1.369,12.021,,,,,,,,,,,,,,,,,
1.3055,1.2641,0.96256,25.332,6.8870000000000005,0.92208,0.6757,7.7547,276.47,119.89,1107.4,7.9802,1.3294,3.7748,8.5945,1.3737,12.121,,,,,,,,,,,,,,,,,
1.3155,1.2769,0.97249,25.591,6.9427,0.92945,0.67599,7.7537,278.31,119.85,1108.5,8.0895,1.3373,3.7972,8.6347,1.3732,12.206,,,,,,,,,,,,,,,,,
1.3159,1.2675,0.96941,25.609,6.9464,0.9298,0.6773600000000001,7.7529,277.56,120.21,1104.3,8.0609,1.3456,3.7757,8.6045,1.3664,12.088,,,,,,,,,,,,,,,,,
1.3244,1.2644,0.9603,25.457,6.8982,0.92336,0.67553,7.7524,276.62,119.66,1092.6,7.9876,1.3388,3.7532,8.6283,1.3591,11.999,,,,,,,,,,,,,,,,,
1.3244,1.2644,0.9603,25.457,6.8982,0.92336,0.67553,7.7524,276.62,119.66,1092.6,7.9876,1.3388,3.7532,8.6283,1.3591,11.999,,,,,,,,,,,,,,,,,
1.3244,1.2644,0.9603,25.457,6.8982,0.92336,0.67553,7.7524,276.62,119.66,1092.6,7.9876,1.3388,3.7532,8.6283,1.3591,11.999,,,,,,,,,,,,,,,,,
1.3084,1.2504,0.96229,25.311,6.888,0.92191,0.67171,7.752000000000002,275.73,120.15,1090.9,8.0483,1.3297,3.7409,8.642000000000001,1.3574,11.832,,,,,,,,,,,,,,,,,
1.2961,1.2417,0.96096,25.205,6.8788,0.92064,0.66875,7.7502,273.08,119.77,1090.6,7.987999999999999,1.3179,3.6983,8.6167,1.3539,11.782,,,,,,,,,,,,,,,,,
1.2949,1.2524,0.96965,25.411,6.9349,0.92816,0.6745899999999999,7.7501,275.85,119.94,1091.0,8.0397,1.3169,3.7281,8.671,1.3538,11.789,,,,,,,,,,,,,,,,,
1.3079,1.2664,0.98297,25.906,7.0687,0.94607,0.68534,7.7501,281.34,120.45,1095.5,8.1485,1.3301,3.8014,8.8298,1.366,12.059,,,,,,,,,,,,,,,,,
1.3197,1.2627,0.98304,25.959,7.0806,0.94769,0.68376,7.7501,281.32,120.55,1102.4,8.1008,1.3445,3.8036,8.8428,1.3733,12.155,,,,,,,,,,,,,,,,,
1.3192,1.2582,0.97917,25.885,7.0703,0.94661,0.6831699999999999,7.7501,280.8,119.91,1095.1,8.0292,1.3413,3.7964,8.8257,1.3631,12.126,,,,,,,,,,,,,,,,,
1.3182,1.255,0.97561,25.915,7.0584,0.94527,0.67757,7.7516,281.55,119.6,1096.0,7.9544,1.3332,3.7979,8.8019,1.3614,12.153,,,,,,,,,,,,,,,,,
1.2875,1.2305,0.96415,25.677,6.9683,0.93362,0.67118,7.7519,280.97,119.17,1087.3,7.8167,1.3106,3.7634,8.6459,1.3539,12.050999999999998,,,,,,,,,,,,,,,,,
1.28,1.2191,0.95219,25.417,6.8992,0.92473,0.66571,7.7511,278.68,118.78,1079.2,7.7649,1.2969,3.7162,8.5927,1.3429,11.947,,,,,,,,,,,,,,,,,
1.2891,1.2252,0.95897,25.568,6.9573,0.93257,0.67103,7.7529,277.81,119.07,1082.0,7.8728,1.3028,3.7201,8.6746,1.3489,12.1,,,,,,,,,,,,,,,,,
1.2917,1.2229,0.95813,25.624,6.9729,0.93458,0.67168,7.7501,277.95,119.39,1083.0,7.8738,1.2976,3.7087,8.6788,1.3498,12.11,,,,,,,,,,,,,,,,,
1.2842,1.2242,0.9609,25.569000000000006,6.9458,0.93084,0.66359,7.75,279.5,119.57,1077.7,7.8591,1.2959,3.7254,8.6554,1.3456,12.134,,,,,,,,,,,,,,,,,
1.2938,1.2226,0.96389,25.435,6.9255,0.92833,0.66561,7.7501,279.96,120.09,1083.9,7.9057,1.3237,3.7305,8.7068,1.3473,12.254,,,,,,,,,,,,,,,,,
1.2827,1.2119,0.9551,25.364,6.8927,0.92387,0.6614,7.75,278.53,119.51,1078.3,7.8298,1.3216,3.7076,8.6674,1.3375,12.182,,,,,,,,,,,,,,,,,
1.2814,1.2156,0.95796,25.357,6.8941,0.92404,0.6618,7.7506,278.33,119.41,1074.1,7.7938,1.3168,3.6996,8.6455,1.3339,12.11,,,,,,,,,,,,,,,,,
1.2585,1.2069,0.95763,25.14,6.8278,0.91516,0.6543399999999999,7.7511,275.78,119.05,1068.2,7.6801,1.3019,3.662,8.585,1.3209,11.907,,,,,,,,,,,,,,,,,
1.2509,1.2054,0.95355,24.936,6.7823,0.90893,0.65088,7.7511,275.0,119.25,1071.7,7.6213,1.3007,3.6466,8.4278,1.3231,11.878,,,,,,,,,,,,,,,,,
1.2627,1.202,0.935,24.458,6.6546,0.89166,0.6479699999999999,7.7508,270.0,118.82,1072.2,7.4761,1.3132,3.5889,8.3157,1.321,11.807,,,,,,,,,,,,,,,,,
1.2627,1.202,0.935,24.458,6.6546,0.89166,0.6479699999999999,7.7508,270.0,118.82,1072.2,7.4761,1.3132,3.5889,8.3157,1.321,11.807,,,,,,,,,,,,,,,,,
1.2756,1.2116,0.93535,24.537,6.6935,0.8967,0.66166,7.7529,272.08,120.22,1082.0,7.5888,1.3206,3.6298,8.3698,1.3326,12.050999999999998,,,,,,,,,,,,,,,,,
1.27,1.209,0.93335,24.613000000000003,6.7147,0.8995200000000001,0.66115,7.7511,271.39,120.46,1083.7,7.5987,1.3333,3.6145,8.3911,1.3369,12.048,,,,,,,,,,,,,,,,,
1.2493,1.2009999999999998,0.92378,24.412,6.6472,0.8904700000000001,0.65681,7.7518,271.19,119.85,1082.6,7.4915,1.3348,3.6049,8.2873,1.3267,12.034,,,,,,,,,,,,,,,,,
1.2548,1.207,0.9149,24.241,6.6021,0.88456,0.65679,7.7525,269.4,119.17,1091.6,7.3662,1.3364,3.579,8.2221,1.3312,11.996,,,,,,,,,,,,,,,,,
1.2638,1.2103,0.9255,24.428,6.6517,0.8911899999999999,0.64878,7.7535,270.84,120.22,1093.6,7.4695,1.3444,3.6253,8.2831,1.3299,12.055,,,,,,,,,,,,,,,,,
1.267,1.2114,0.93367,24.592,6.6979,0.8975,0.64584,7.7527,273.2,119.94,1094.6,7.561,1.3566,3.65,8.318999999999999,1.3347,11.989,,,,,,,,,,,,,,,,,
1.2519,1.204,0.92499,24.374,6.6403,0.88976,0.63742,7.7527,272.77,119.98,1095.5,7.4691,1.3559,3.6505,8.2878,1.3358,12.13,,,,,,,,,,,,,,,,,
1.2428,1.1974,0.92772,24.463,6.6509,0.8911899999999999,0.6393399999999999,7.7522,273.55,119.7,1095.3,7.4476,1.3422,3.6425,8.3118,1.3293,11.982,,,,,,,,,,,,,,,,,
1.2336,1.1949,0.90954,24.046,6.537000000000001,0.8757299999999999,0.6332399999999999,7.7511,269.31,119.2,1090.6,7.3849,1.331,3.5754,8.2237,1.3182,11.834,,,,,,,,,,,,,,,,,
1.2499,1.2037,0.92364,24.189,6.59,0.88277,0.63656,7.751,270.72,119.86,1089.8,7.3927,1.3451,3.5692,8.3221,1.3262,11.868,,,,,,,,,,,,,,,,,
1.2493,1.2058,0.92036,24.059,6.5537,0.8780399999999999,0.63834,7.7516,270.04,119.7,1086.0,7.3593,1.3483,3.5662,8.2392,1.3219999999999998,11.858,,,,,,,,,,,,,,,,,
1.2547,1.2181,0.93202,24.47,6.6717,0.89445,0.64566,7.7521,272.87,120.18,1090.6,7.4727,1.3509,3.6213,8.3303,1.3314,11.855,,,,,,,,,,,,,,,,,
1.2655,1.2213,0.93803,24.582,6.7097,0.89944,0.64373,7.7526,275.68,120.91,1095.7,7.5531,1.362,3.6565,8.3582,1.3358,11.898,,,,,,,,,,,,,,,,,
1.2676,1.2216,0.93362,24.568,6.6987,0.89823,0.63765,7.7537,275.73,121.07,1094.1,7.5748,1.3688,3.6791,8.3188,1.3361,11.777,,,,,,,,,,,,,,,,,
1.2686,1.22,0.93309,24.539,6.6792,0.89574,0.6393800000000001,7.752000000000002,274.96,120.93,1091.2,7.5363,1.3587,3.6728,8.2834,1.33,11.783,,,,,,,,,,,,,,,,,
1.2774,1.2294,0.9427,24.934,6.791,0.91091,0.64675,7.7519,280.3,121.51,1097.1,7.6426,1.3686,3.7416,8.4191,1.3416,11.936,,,,,,,,,,,,,,,,,
1.2832,1.2374,0.94737,25.084,6.8231,0.91525,0.64946,7.7527,282.97,122.71,1104.7,7.6593,1.3711,3.7883,8.4075,1.3461,12.013,,,,,,,,,,,,,,,,,
1.297,1.2456,0.95103,25.227,6.8641,0.92056,0.65083,7.7531,284.27,123.7,1109.4,7.7561,1.3837,3.8051,8.5343,1.3524,12.116,,,,,,,,,,,,,,,,,
1.3094,1.2476,0.94934,25.205,6.8464,0.91777,0.65382,7.7537,283.27,124.23,1108.9,7.7928,1.3962,3.7894,8.5001,1.3512,12.115,,,,,,,,,,,,,,,,,
1.307,1.2443,0.94266,24.978,6.8001,0.91158,0.65542,7.7531,281.59,123.93,1112.4,7.7812,1.4043,3.7646,8.5025,1.349,12.161,,,,,,,,,,,,,,,,,
1.3104,1.2494,0.94399,25.073,6.8154,0.91374,0.6572100000000001,7.755,282.45,124.08,1112.1,7.9555,1.4046,3.777,8.5649,1.3519,12.255,,,,,,,,,,,,,,,,,
1.3004,1.2498,0.94215,24.879,6.7631,0.9067,0.65672,7.7558,280.43,124.69,1114.2,7.8661,1.4042,3.7436,8.5058,1.3551,12.259,,,,,,,,,,,,,,,,,
1.2862,1.2445,0.9365,24.663,6.6999,0.89815,0.6534,7.7537,279.64,124.36,1107.8,7.8269,1.3999,3.7059,8.4327,1.3488,12.259,,,,,,,,,,,,,,,,,
1.2917,1.2449,0.93231,24.271,6.5918,0.8836299999999999,0.64982,7.7523,275.96,124.12,1110.6,7.7202,1.3991,3.684,8.2527,1.345,12.337,,,,,,,,,,,,,,,,,
1.2956,1.25,0.93403,24.421,6.6503,0.8914200000000001,0.6522600000000001,7.7535,277.48,124.77,1114.0,7.8521,1.4007,3.6942,8.3274,1.348,12.402,,,,,,,,,,,,,,,,,
1.3094,1.2434,0.938,24.575,6.6836,0.8959,0.65562,7.7527,281.27,125.28,1121.8,7.9081,1.4134,3.7225,8.3926,1.3586,12.584,,,,,,,,,,,,,,,,,
1.2984,1.2347,0.9303,24.319000000000006,6.6320000000000014,0.88897,0.65375,7.7528,277.61,124.06,1118.9,7.8034,1.3969999999999998,3.7032,8.315,1.3509,12.435,,,,,,,,,,,,,,,,,
1.2919,1.2236,0.92969,24.22,6.6154,0.8866,0.6458,7.752999999999999,276.86,122.96,1112.7,7.7126,1.391,3.6794,8.3,1.3448,12.368,,,,,,,,,,,,,,,,,
1.2939,1.2321,0.93688,24.322,6.643,0.89031,0.6469,7.7527,277.96,123.71,1114.9,7.8223,1.4282,3.6863,8.2406,1.3475,12.429,,,,,,,,,,,,,,,,,
1.2977,1.2303,0.93307,24.332,6.65,0.8912700000000001,0.64572,7.7531,278.19,123.69,1115.4,7.7496,1.4334,3.6985,8.2032,1.3481,12.414,,,,,,,,,,,,,,,,,
1.2895,1.2342,0.93707,24.317,6.6498,0.8914200000000001,0.64486,7.7529,279.28,123.5,1117.4,7.7661,1.431,3.7059,8.1815,1.3467,12.424,,,,,,,,,,,,,,,,,
1.2913,1.2343,0.93313,24.301,6.6494,0.89166,0.64039,7.7529,278.09,123.42,1119.9,7.778,1.4318,3.6958,8.1983,1.3462,12.449000000000002,,,,,,,,,,,,,,,,,
1.3028,1.2312,0.92659,24.151,6.6118,0.8866,0.63569,7.7529,276.48,123.93,1120.0,7.7352,1.4437,3.6861,8.1732,1.3467,12.433,,,,,,,,,,,,,,,,,
1.2776,1.216,0.91731,23.917,6.542000000000002,0.87689,0.62846,7.752999999999999,272.83,122.71,1103.3,7.7438,1.4380000000000002,3.6537,8.0814,1.3316,12.175999999999998,,,,,,,,,,,,,,,,,
1.2914,1.2271,0.92477,24.083,6.6033,0.8850299999999999,0.63138,7.7516,276.88,123.19,1106.1,7.8109,1.4508,3.6932,8.158,1.3373,12.267,,,,,,,,,,,,,,,,,
1.2883,1.2234,0.91979,23.981,6.5769,0.88145,0.6319100000000001,7.7518,273.98,123.23,1100.9,7.7056,1.453,3.669,8.1316,1.3346,12.156,,,,,,,,,,,,,,,,,
1.2976,1.2339,0.93261,24.267,6.6606,0.89254,0.63379,7.7525,276.9,123.81,1105.9,7.7878,1.4621,3.7216,8.2177,1.3393,12.184,,,,,,,,,,,,,,,,,
1.2907,1.2301,0.93186,24.263,6.6547,0.8918200000000001,0.6348,7.7523,277.45,123.9,1109.7,7.8204,1.4534,3.7163,8.2153,1.3432,12.125,,,,,,,,,,,,,,,,,
1.2919,1.2384,0.93762,24.304,6.657,0.89238,0.6359100000000001,7.7517,278.23,123.61,1111.3,7.8168,1.4466,3.7236,8.2345,1.3414,12.102,,,,,,,,,,,,,,,,,
1.3061,1.2365,0.9326,24.308000000000003,6.6602,0.8927,0.6358699999999999,7.7524,279.11,123.71,1123.5,7.8316,1.4593,3.7276,8.27,1.348,12.177,,,,,,,,,,,,,,,,,
1.3048,1.2374,0.932,24.473000000000006,6.7012,0.89823,0.6364,7.7523,282.39,122.89,1122.5,7.9103,1.4612,3.763,8.3039,1.3488,12.255,,,,,,,,,,,,,,,,,
1.3004,1.2368,0.93065,24.357,6.6676,0.8937299999999999,0.6358,7.7523,281.46,122.45,1118.3,7.8568,1.479,3.7457,8.2358,1.3467,12.192,,,,,,,,,,,,,,,,,
1.3025,1.2524,0.94207,24.546,6.7214,0.9009,0.63878,7.7525,283.18,123.09,1123.3,7.877000000000002,1.4788,3.7749,8.3297,1.3497,12.192,,,,,,,,,,,,,,,,,
1.3169,1.2618,0.94948,24.639,6.7417,0.90367,0.64188,7.7515,284.52,123.64,1125.2,7.9478,1.4998,3.7888,8.4475,1.3522,12.354,,,,,,,,,,,,,,,,,
1.329,1.2582,0.94322,24.464,6.7238,0.90123,0.64005,7.7524,284.32,122.91,1123.6,7.9758,1.4943,3.7811,8.4468,1.3476,12.289,,,,,,,,,,,,,,,,,
1.3343,1.264,0.94677,24.65,6.7778,0.90843,0.64317,7.7524,287.18,122.74,1128.3,8.0937,1.4935,3.8159,8.5119,1.3514,12.421,,,,,,,,,,,,,,,,,
1.3468,1.2739,0.94987,24.792,6.8259,0.91483,0.64742,7.7551,289.25,122.48,1132.9,8.2179,1.5083,3.8376,8.5343,1.3577,12.479,,,,,,,,,,,,,,,,,
1.3485,1.2743,0.94911,24.597,6.769,0.90711,0.65067,7.7533,288.34,121.44,1133.4,8.2275,1.4953,3.8314,8.5202,1.3531,12.515,,,,,,,,,,,,,,,,,
1.3403,1.2685,0.95024,24.525,6.7507,0.90465,0.64918,7.7522,284.96,121.49,1130.2,8.1586,1.4835,3.8115,8.47,1.3507,12.456,,,,,,,,,,,,,,,,,
1.3388,1.2706,0.93554,24.249,6.6721,0.89405,0.6444300000000001,7.7512,278.06,122.38,1126.9,7.9575,1.4814,3.7332,8.4131,1.3478,12.412,,,,,,,,,,,,,,,,,
1.3462,1.2721,0.94832,24.529,6.7539,0.90506,0.64395,7.7521,281.38,123.36,1133.5,8.0582,1.4906,3.7532,8.4971,1.3535,12.488,,,,,,,,,,,,,,,,,
1.3442,1.276,0.94479,24.549,6.765,0.90654,0.6421899999999999,7.7509,281.84,123.31,1141.6,8.152000000000001,1.4929,3.7621,8.5287,1.36,12.401,,,,,,,,,,,,,,,,,
1.3401,1.2744,0.94822,24.596,6.7789,0.90835,0.63993,7.7509,282.29,123.49,1143.6,8.1211,1.4938,3.7506,8.4994,1.3624,12.353,,,,,,,,,,,,,,,,,
1.3539,1.2947,0.95767,24.953000000000007,6.8664,0.92022,0.6424,7.7509,284.49,124.14,1148.6,8.1513,1.5344,3.7806,8.5384,1.3669,12.417,,,,,,,,,,,,,,,,,
1.3511,1.2978,0.95794,24.845,6.8529,0.91836,0.6412899999999999,7.7504,283.63,123.99,1147.0,8.1555,1.5262,3.7701,8.5807,1.3656,12.323,,,,,,,,,,,,,,,,,
1.3549,1.2985,0.96231,24.947,6.8757,0.92149,0.64237,7.7513,284.98,124.24,1156.0,8.1971,1.5192,3.794,8.6107,1.3726,12.411,,,,,,,,,,,,,,,,,
1.357,1.2992,0.96071,24.912,6.8665,0.92022,0.6429600000000001,7.7509,284.35,124.39,1153.0,8.2051,1.5147,3.7856,8.6209,1.3657,12.395,,,,,,,,,,,,,,,,,
1.3543,1.2995,0.96147,24.828000000000007,6.8442,0.91726,0.64043,7.7507,282.82,123.81,1153.5,8.1627,1.5192,3.7799,8.6072,1.3657,12.376,,,,,,,,,,,,,,,,,
1.3496,1.2975,0.95618,24.583,6.7837,0.90917,0.64042,7.7512,281.48,123.78,1158.9,8.1489,1.4980000000000002,3.7484,8.5755,1.3664,12.428,,,,,,,,,,,,,,,,,
1.3765,1.3091,0.96097,24.721,6.8210000000000015,0.91416,0.64622,7.7514,284.48,124.05,1174.1,8.2233,1.5239,3.7742,8.6171,1.3748,12.633,,,,,,,,,,,,,,,,,
1.3731,1.3030000000000002,0.95813,24.443,6.7476,0.90432,0.64451,7.7508,280.36,123.2,1169.7,8.1769,1.5139,3.7335,8.5486,1.3702,12.687,,,,,,,,,,,,,,,,,
