AUD,CAD,CHF,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,NOK,NZD,PLN,SEK,SGD,ZAR
1.2354,1.2321,0.9330200000000001,20.393,5.9911,0.80509,0.70791,7.8188,249.88,108.67,1070.1,7.6989,1.3636,3.3369999999999997,7.8758,1.3107,11.914000000000001
1.2328,1.2274,0.9336899999999999,20.287,5.9741,0.80276,0.7057100000000001,7.8199,249.38,108.85,1065.3,7.676,1.3489,3.3317,7.8386,1.3075,11.866
1.2495,1.2319,0.93129,20.28,5.9738,0.8026300000000001,0.7024600000000001,7.82,248.86,109.66,1071.1,7.6816,1.36,3.3344,7.8682,1.3125,11.898
1.2512,1.2317,0.92827,20.167,5.9581,0.80051,0.70325,7.8204,247.75,109.85,1084.9,7.6579,1.3577,3.3254,7.8629,1.3136,11.974
1.2592,1.2434,0.9324,20.254,5.9834,0.80386,0.71196,7.8206,248.87,109.86,1087.3,7.7257,1.3686,3.3428,7.905,1.3173,12.029000000000002
1.2757,1.2562,0.93852,20.465999999999998,6.0369,0.8111,0.7209399999999999,7.8192,251.97,109.47,1086.8,7.867999999999999,1.3752,3.3777,8.0043,1.3232,12.062999999999999
1.2712,1.2518,0.941,20.449,6.0326,0.8105,0.7187100000000001,7.8184,251.1,109.29,1082.6,7.8309,1.3695,3.3713,7.9904,1.3204,11.966
1.2809,1.2571,0.94311,20.605999999999998,6.0743,0.81619,0.71428,7.8187,253.8,109.62,1089.9,7.9056,1.3848,3.4031,8.0777,1.3294,12.08
1.2809,1.2609,0.9370200000000001,20.643,6.0651,0.8148,0.72305,7.8208,254.28,108.85,1088.7,7.9836,1.3812,3.4142,8.103,1.3298,12.120999999999999
1.2758,1.258,0.9380200000000001,20.678,6.0718,0.8154600000000001,0.7225,7.8196,254.4,108.64,1083.2,7.9487,1.3796,3.4044,8.089,1.3256,11.964
1.2742,1.2604,0.93424,20.584,6.0397,0.81083,0.72111,7.8219,253.11,107.69,1085.1,7.899,1.3736,3.3877,8.0587,1.3228,11.982000000000001
1.272,1.2575,0.93286,20.546,6.0324,0.80985,0.72109,7.8219,253.34,107.22,1078.1,7.8675,1.3665,3.3786,8.0422,1.3192,11.819
1.2613,1.249,0.92412,20.307000000000002,5.9628,0.80045,0.70968,7.8222,249.48,106.55,1065.2,7.7924,1.3535,3.3244,7.9388,1.3115,11.655
1.2592,1.2506,0.9243399999999999,20.331,5.9757,0.8023100000000001,0.71248,7.8208,249.74,106.18,1064.9,7.7672,1.3521,3.3374,7.9541,1.3107,11.66
1.2632,1.2564,0.9277200000000001,20.409000000000002,6.0016,0.8058,0.71386,7.8223,250.73,106.56,1066.9,7.782,1.3554,3.3409,7.9899,1.3131,11.652999999999999
1.2681,1.2604,0.9349299999999999,20.517,6.0351,0.81037,0.71449,7.8241,252.66,107.17,1072.7,7.8349,1.36,3.3604,8.0784,1.3186,11.744000000000002
1.2739,1.2671,0.93819,20.599,6.0482,0.8122199999999999,0.71851,7.825,253.53,107.55,1073.7,7.8314,1.3608,3.3779,8.0936,1.3212,11.645
1.2788,1.2699,0.9374399999999999,20.622,6.0657,0.8146,0.71964,7.8249,254.72,107.1,1084.5,7.8929,1.3653,3.4066,8.142999999999999,1.3223,11.717
1.2782,1.2695,0.9354399999999999,20.601,6.0549,0.81307,0.71502,7.8233,254.39,106.74,1076.8,7.8681,1.3712,3.3904,8.1779,1.3216,11.565
1.2752,1.2676,0.9358799999999999,20.61,6.0438,0.8116899999999999,0.71282,7.8236,254.54,106.82,1071.6,7.8168,1.3675,3.3845,8.1526,1.3171,11.593
1.2762,1.272,0.93805,20.647,6.0532,0.81294,0.71864,7.8264,255.24,107.12,1071.9,7.8278,1.3753,3.3875,8.1945,1.3198,11.655999999999999
1.2803,1.2779,0.9431799999999999,20.811,6.0967,0.8187300000000001,0.72388,7.8267,257.02,107.02,1080.9,7.8724,1.3841,3.4207,8.2626,1.3232,11.764000000000001
1.2937,1.2862,0.9464299999999999,20.897,6.1186,0.82163,0.7273,7.827000000000001,257.81,106.79,1087.4,7.9369,1.3858,3.4387,8.3132,1.3269,11.93
1.2902,1.288,0.9350200000000001,20.638,6.0493,0.8122199999999999,0.72547,7.8295,254.94,105.4,1084.1,7.8117,1.3819,3.4068,8.2554,1.3207,11.945
1.2909,1.2931,0.9384100000000001,20.642,6.0509,0.81255,0.72373,7.8328,254.94,105.65,1079.6,7.8277,1.3834,3.4053,8.262,1.3194,11.878
1.2763,1.2886,0.93675,20.45,6.0023,0.80574,0.71844,7.8332,252.28,106.23,1061.1,7.7455,1.3685,3.3692,8.2056,1.3154,11.719000000000001
1.2812,1.2931,0.9400799999999999,20.473,6.0,0.80535,0.7208899999999999,7.8356,251.06,105.83,1069.3,7.7938,1.3742,3.3775,8.2451,1.3146,11.905
