Date,HUF,YTD
1999-01-05,213.32,?
1999-01-06,212.72,?
1999-01-07,213.46,?
1999-01-08,215.0,?
1999-01-11,214.56,?
1999-01-12,215.84,?
1999-01-13,216.32,?
1999-01-14,217.14,?
1999-01-15,217.83,?
1999-01-18,217.91,?
1999-01-19,215.97,?
1999-01-20,215.77,?
1999-01-21,215.97,?
1999-01-22,216.19,?
1999-01-25,216.27,?
1999-01-26,216.22,?
1999-01-27,216.45,?
1999-01-28,216.91,?
1999-01-29,218.53,?
1999-02-01,218.94,?
1999-02-02,219.59,?
1999-02-03,219.63,?
1999-02-04,219.63,?
1999-02-05,220.87,?
1999-02-08,220.43,?
1999-02-09,221.09,?
1999-02-10,220.37,?
1999-02-11,221.35,?
1999-02-12,220.69,?
1999-02-15,221.74,?
1999-02-16,222.16,?
1999-02-17,223.3,?
1999-02-18,223.13,?
1999-02-19,224.41,?
1999-02-22,225.64,?
1999-02-23,227.55,?
1999-02-24,227.82,?
1999-02-25,228.53,?
1999-02-26,228.95,?
1999-03-01,230.45,?
1999-03-02,231.69,?
1999-03-03,231.6,?
1999-03-04,233.07,?
1999-03-05,234.33,?
1999-03-08,233.67,?
1999-03-09,229.66,?
1999-03-10,230.45,?
1999-03-11,230.83,?
1999-03-12,232.18,?
1999-03-15,231.74,?
1999-03-16,231.49,?
1999-03-17,232.69,?
1999-03-18,231.45,?
1999-03-19,231.2,?
1999-03-22,232.38,?
1999-03-23,233.11,?
1999-03-24,233.22,?
1999-03-25,234.36,?
1999-03-26,234.22,?
1999-03-29,234.77,?
1999-03-30,237.52,?
1999-03-31,237.97,?
1999-04-01,237.22,?
1999-04-02,236.18,?
1999-04-05,235.77,?
1999-04-06,235.58,?
1999-04-07,236.02,?
1999-04-08,235.04,?
1999-04-09,234.36,?
1999-04-12,235.04,?
1999-04-13,234.49,?
1999-04-14,235.66,?
1999-04-15,235.16,?
1999-04-16,235.17,?
1999-04-19,236.86,?
1999-04-20,236.48,?
1999-04-21,236.02,?
1999-04-22,236.36,?
1999-04-23,235.79,?
1999-04-26,236.6,?
1999-04-27,236.2,?
1999-04-28,235.88,?
1999-04-29,235.58,?
1999-04-30,236.31,?
1999-05-03,236.41,?
1999-05-04,236.11,?
1999-05-05,236.18,?
1999-05-06,234.55,?
1999-05-07,232.06,?
1999-05-10,233.22,?
1999-05-11,233.33,?
1999-05-12,232.74,?
1999-05-13,234.91,?
1999-05-14,235.35,?
1999-05-17,234.42,?
1999-05-18,234.4,?
1999-05-19,234.13,?
1999-05-20,234.84,?
1999-05-21,235.03,?
1999-05-24,236.56,?
1999-05-25,236.45,?
1999-05-26,236.16,?
1999-05-27,237.71,?
1999-05-28,238.64,?
1999-05-31,238.69,?
1999-06-01,238.75,?
1999-06-02,238.83,?
1999-06-03,239.47,?
1999-06-04,239.63,?
1999-06-07,240.82,?
1999-06-08,240.94,?
1999-06-09,239.71,?
1999-06-10,238.48,?
1999-06-11,238.5,?
1999-06-14,238.52,?
1999-06-15,239.41,?
1999-06-16,240.38,?
1999-06-17,240.76,?
1999-06-18,241.03,?
1999-06-21,240.23,?
1999-06-22,241.15,?
1999-06-23,241.57,?
1999-06-24,241.8,?
1999-06-25,241.72,?
1999-06-28,239.92,?
1999-06-29,240.65,?
1999-06-30,241.09,?
1999-07-01,241.71,?
1999-07-02,242.89,?
1999-07-05,243.26,?
1999-07-06,243.43,?
1999-07-07,243.59,?
1999-07-08,243.65,?
1999-07-09,243.91,?
1999-07-12,244.2,?
1999-07-13,245.63,?
1999-07-14,244.6,?
1999-07-15,244.85,?
1999-07-16,244.43,?
1999-07-19,244.48,?
1999-07-20,245.43,?
1999-07-21,241.04,?
1999-07-22,240.25,?
1999-07-23,239.85,?
1999-07-26,239.89,?
1999-07-27,237.06,?
1999-07-28,237.9,?
1999-07-29,238.34,?
1999-07-30,237.21,?
1999-08-02,237.1,?
1999-08-03,237.52,?
1999-08-04,237.92,?
1999-08-05,235.93,?
1999-08-06,235.82,?
1999-08-09,236.64,?
1999-08-10,237.24,?
1999-08-11,236.74,?
1999-08-12,237.8,?
1999-08-13,238.47,?
1999-08-16,238.11,?
1999-08-17,239.87,?
1999-08-18,240.3,?
1999-08-19,240.7,?
1999-08-20,240.69,?
1999-08-23,238.31,?
1999-08-24,239.31,?
1999-08-25,240.83,?
1999-08-26,242.15,?
1999-08-27,241.97,?
1999-08-30,242.05,?
1999-08-31,242.0,?
1999-09-01,240.13,?
1999-09-02,239.57,?
1999-09-03,239.79,?
1999-09-06,239.52,?
1999-09-07,241.88,?
1999-09-08,241.48,?
1999-09-09,240.31,?
1999-09-10,240.68,?
1999-09-13,241.93,?
1999-09-14,245.63,?
1999-09-15,244.81,?
1999-09-16,245.51,?
1999-09-17,245.64,?
1999-09-20,245.58,?
1999-09-21,245.06,?
1999-09-22,245.0,?
1999-09-23,242.93,?
1999-09-24,245.05,?
1999-09-27,244.36,?
1999-09-28,244.83,?
1999-09-29,244.33,?
1999-09-30,243.2,?
1999-10-01,241.62,?
1999-10-04,241.38,?
1999-10-05,240.91,?
1999-10-06,241.23,?
1999-10-07,240.37,?
1999-10-08,240.65,?
1999-10-11,241.52,?
1999-10-12,241.76,?
1999-10-13,240.6,?
1999-10-14,239.53,?
1999-10-15,239.67,?
1999-10-18,237.87,?
1999-10-19,237.94,?
1999-10-20,239.03,?
1999-10-21,239.12,?
1999-10-22,238.74,?
1999-10-25,239.56,?
1999-10-26,241.15,?
1999-10-27,242.42,?
1999-10-28,242.73,?
1999-10-29,243.25,?
1999-11-01,244.26,?
1999-11-02,242.33,?
1999-11-03,243.37,?
1999-11-04,243.69,?
1999-11-05,243.41,?
1999-11-08,245.13,?
1999-11-09,245.23,?
1999-11-10,244.98,?
1999-11-11,245.34,?
1999-11-12,245.41,?
1999-11-15,247.01,?
1999-11-16,247.25,?
1999-11-17,246.62,?
1999-11-18,245.47,?
1999-11-19,246.0,?
1999-11-22,247.73,?
1999-11-23,247.25,?
1999-11-24,247.23,?
1999-11-25,248.93,?
1999-11-26,249.41,?
1999-11-29,251.04,?
1999-11-30,251.89,?
1999-12-01,251.71,?
1999-12-02,252.06,?
1999-12-03,252.27,?
1999-12-06,252.77,?
1999-12-07,249.86,?
1999-12-08,248.95,?
1999-12-09,248.91,?
1999-12-10,250.17,?
1999-12-13,250.74,?
1999-12-14,251.0,?
1999-12-15,252.65,?
1999-12-16,253.02,?
1999-12-17,250.94,?
1999-12-20,251.29,?
1999-12-21,251.83,?
1999-12-22,252.09,?
1999-12-23,252.34,?
1999-12-24,252.25,?
1999-12-27,251.29,?
1999-12-28,251.71,?
1999-12-29,252.74,?
1999-12-30,252.81,?
1999-12-31,253.53,?
2000-01-03,253.53,?
2000-01-04,252.26,?
2000-01-05,246.99,213.32
2000-01-06,245.48,212.72
2000-01-07,244.95,213.46
2000-01-10,247.6,215.0
2000-01-11,248.99,214.56
2000-01-12,248.36,215.84
2000-01-13,247.17,216.32
2000-01-14,247.95,217.14
2000-01-17,249.4,217.83
2000-01-18,252.54,217.91
2000-01-19,252.59,215.97
2000-01-20,252.34,215.77
2000-01-21,252.83,215.97
2000-01-24,252.67,216.19
2000-01-25,254.43,216.27
2000-01-26,254.95,216.22
2000-01-27,254.7,216.45
2000-01-28,255.91,216.91
2000-01-31,259.27,218.53
2000-02-01,260.81,218.94
2000-02-02,263.05,219.59
2000-02-03,262.89,219.63
2000-02-04,262.2,219.63
2000-02-07,259.9,220.87
2000-02-08,261.68,220.43
2000-02-09,258.11,221.09
2000-02-10,257.36,220.37
2000-02-11,259.17,221.35
2000-02-14,260.97,220.69
2000-02-15,259.26,221.74
2000-02-16,261.66,222.16
2000-02-17,261.01,223.3
2000-02-18,258.11,223.13
2000-02-21,259.72,224.41
2000-02-22,260.45,225.64
2000-02-23,257.24,227.55
2000-02-24,255.56,227.82
2000-02-25,259.09,228.53
2000-02-28,261.6,228.95
2000-02-29,266.4,228.95
2000-03-01,264.37,230.45
2000-03-02,265.33,231.69
2000-03-03,263.8,231.6
2000-03-06,265.61,234.33
2000-03-07,266.15,234.33
2000-03-08,267.5,233.67
2000-03-09,268.93,229.66
2000-03-10,267.09,230.45
2000-03-13,267.3,232.18
2000-03-14,264.76,232.18
2000-03-15,267.58,231.74
2000-03-16,266.82,231.49
2000-03-17,265.95,232.69
2000-03-20,265.65,231.2
2000-03-21,263.51,231.2
2000-03-22,264.99,232.38
2000-03-23,267.47,233.11
2000-03-24,266.37,233.22
2000-03-27,264.99,234.22
2000-03-28,264.62,234.22
2000-03-29,267.07,234.77
2000-03-30,269.62,237.52
2000-03-31,270.03,237.97
2000-04-03,270.47,236.18
2000-04-04,270.25,236.18
2000-04-05,271.01,235.77
2000-04-06,267.66,235.58
2000-04-07,269.02,236.02
2000-04-10,270.95,234.36
2000-04-11,269.29,234.36
2000-04-12,269.25,235.04
2000-04-13,269.68,234.49
2000-04-14,270.46,235.66
2000-04-17,270.3,235.17
2000-04-18,270.5,235.17
2000-04-19,272.88,236.86
2000-04-20,273.24,236.48
2000-04-21,275.26,236.02
2000-04-24,275.26,235.79
2000-04-25,275.26,235.79
2000-04-26,277.38,236.6
2000-04-27,280.7,236.2
2000-04-28,281.82,235.88
2000-05-01,284.48,236.31
2000-05-02,284.48,236.31
2000-05-03,283.25,236.41
2000-05-04,289.76,236.11
2000-05-05,288.77,236.18
2000-05-08,287.54,232.06
2000-05-09,288.65,232.06
2000-05-10,287.76,233.22
2000-05-11,283.74,233.33
2000-05-12,284.78,232.74
2000-05-15,286.53,235.35
2000-05-16,283.54,235.35
2000-05-17,285.49,234.42
2000-05-18,290.01,234.4
2000-05-19,289.52,234.13
2000-05-22,292.33,235.03
2000-05-23,288.49,235.03
2000-05-24,285.37,236.56
2000-05-25,285.39,236.45
2000-05-26,289.42,236.16
2000-05-29,284.23,238.64
2000-05-30,280.7,238.64
2000-05-31,277.36,238.69
2000-06-01,278.65,238.75
2000-06-02,277.91,238.83
2000-06-05,277.28,239.63
2000-06-06,274.78,239.63
2000-06-07,273.54,240.82
2000-06-08,271.61,240.94
2000-06-09,268.46,239.71
2000-06-12,273.49,238.5
2000-06-13,272.38,238.5
2000-06-14,271.16,238.52
2000-06-15,269.55,239.41
2000-06-16,272.67,240.38
2000-06-19,271.55,241.03
2000-06-20,269.53,241.03
2000-06-21,272.48,240.23
2000-06-22,274.39,241.15
2000-06-23,276.44,241.57
2000-06-26,276.11,241.72
2000-06-27,278.6,241.72
2000-06-28,276.47,239.92
2000-06-29,276.27,240.65
2000-06-30,273.65,241.09
2000-07-03,272.24,242.89
2000-07-04,274.12,242.89
2000-07-05,273.9,243.26
2000-07-06,272.7,243.43
2000-07-07,272.66,243.59
2000-07-10,274.31,243.91
2000-07-11,273.19,243.91
2000-07-12,273.15,244.2
2000-07-13,273.86,245.63
2000-07-14,278.31,244.6
2000-07-17,278.39,244.43
2000-07-18,278.11,244.43
2000-07-19,278.11,244.48
2000-07-20,282.29,245.43
2000-07-21,282.25,241.04
2000-07-24,278.01,239.85
2000-07-25,278.94,239.85
2000-07-26,276.62,239.89
2000-07-27,277.22,237.06
2000-07-28,277.42,237.9
2000-07-31,280.78,237.21
2000-08-01,281.85,237.21
2000-08-02,281.14,237.1
2000-08-03,284.96,237.52
2000-08-04,288.6,237.92
2000-08-07,288.56,235.82
2000-08-08,286.91,235.82
2000-08-09,288.1,236.64
2000-08-10,290.52,237.24
2000-08-11,288.75,236.74
2000-08-14,285.56,238.47
2000-08-15,289.48,238.47
2000-08-16,286.08,238.11
2000-08-17,287.64,239.87
2000-08-18,285.46,240.3
2000-08-21,285.9,240.69
2000-08-22,289.21,240.69
2000-08-23,290.88,238.31
2000-08-24,292.72,239.31
2000-08-25,289.72,240.83
2000-08-28,289.47,241.97
2000-08-29,289.99,241.97
2000-08-30,291.33,242.05
2000-08-31,293.22,242.0
2000-09-01,293.47,240.13
2000-09-04,293.57,239.79
2000-09-05,290.56,239.79
2000-09-06,294.47,239.52
2000-09-07,296.97,241.88
2000-09-08,301.83,241.48
2000-09-11,299.85,240.68
2000-09-12,304.19,240.68
2000-09-13,303.91,241.93
2000-09-14,302.23,245.63
2000-09-15,301.22,244.81
2000-09-18,303.92,245.64
2000-09-19,307.52,245.64
2000-09-20,307.22,245.58
2000-09-21,309.51,245.06
2000-09-22,308.31,245.0
2000-09-25,295.91,245.05
2000-09-26,299.9,245.05
2000-09-27,300.64,244.36
2000-09-28,297.34,244.83
2000-09-29,298.83,244.33
2000-10-02,300.91,241.62
2000-10-03,299.75,241.62
2000-10-04,300.43,241.38
2000-10-05,301.47,240.91
2000-10-06,299.19,241.23
2000-10-09,301.68,240.65
2000-10-10,301.96,240.65
2000-10-11,300.99,241.52
2000-10-12,301.42,241.76
2000-10-13,303.93,240.6
2000-10-16,304.8,239.67
2000-10-17,309.31,239.67
2000-10-18,309.24,237.87
2000-10-19,308.53,237.94
2000-10-20,312.23,239.03
2000-10-23,310.73,238.74
2000-10-24,313.53,238.74
2000-10-25,313.15,239.56
2000-10-26,316.18,241.15
2000-10-27,318.53,242.42
2000-10-30,316.13,243.25
2000-10-31,310.49,243.25
2000-11-01,312.75,244.26
2000-11-02,307.34,242.33
2000-11-03,304.51,243.37
2000-11-06,302.39,243.41
2000-11-07,304.59,243.41
2000-11-08,307.3,245.13
2000-11-09,308.37,245.23
2000-11-10,309.47,244.98
2000-11-13,304.45,245.41
2000-11-14,306.43,245.41
2000-11-15,307.53,247.01
2000-11-16,306.55,247.25
2000-11-17,307.63,246.62
2000-11-20,309.4,246.0
2000-11-21,311.1,246.0
2000-11-22,312.0,247.73
2000-11-23,313.44,247.25
2000-11-24,313.78,247.23
2000-11-27,313.49,249.41
2000-11-28,314.68,249.41
2000-11-29,309.31,251.04
2000-11-30,306.32,251.89
2000-12-01,305.01,251.71
2000-12-04,303.38,252.27
2000-12-05,297.68,252.27
2000-12-06,301.0,252.77
2000-12-07,300.24,249.86
2000-12-08,296.57,248.95
2000-12-11,298.2,250.17
2000-12-12,301.35,250.17
2000-12-13,302.02,250.74
2000-12-14,302.81,251.0
2000-12-15,299.49,252.65
2000-12-18,294.5,250.94
2000-12-19,295.08,250.94
2000-12-20,297.08,251.29
2000-12-21,291.82,251.83
2000-12-22,289.14,252.09
2000-12-25,286.59,252.25
2000-12-26,286.59,252.25
2000-12-27,286.59,251.29
2000-12-28,285.27,251.71
2000-12-29,285.51,252.74
2001-01-01,284.79,253.53
2001-01-02,284.79,253.53
2001-01-03,280.78,253.53
2001-01-04,277.6,252.26
2001-01-05,279.94,246.99
2001-01-08,277.5,244.95
2001-01-09,278.99,244.95
2001-01-10,281.9,247.6
2001-01-11,281.63,248.99
2001-01-12,278.32,248.36
2001-01-15,277.75,247.95
2001-01-16,281.2,247.95
2001-01-17,281.52,249.4
2001-01-18,282.14,252.54
2001-01-19,281.85,252.59
2001-01-22,282.0,252.83
2001-01-23,285.22,252.83
2001-01-24,281.69,252.67
2001-01-25,285.18,254.43
2001-01-26,289.82,254.95
2001-01-29,287.3,255.91
2001-01-30,288.36,255.91
2001-01-31,288.3,259.27
2001-02-01,285.35,260.81
2001-02-02,282.05,263.05
2001-02-05,281.99,262.2
2001-02-06,281.51,262.2
2001-02-07,284.64,259.9
2001-02-08,284.47,261.68
2001-02-09,287.91,258.11
2001-02-12,287.72,259.17
2001-02-13,285.86,259.17
2001-02-14,286.38,260.97
2001-02-15,289.32,259.26
2001-02-16,292.27,261.66
2001-02-19,291.53,258.11
2001-02-20,288.36,258.11
2001-02-21,292.98,259.72
2001-02-22,290.56,260.45
2001-02-23,294.05,257.24
2001-02-26,293.6,259.09
2001-02-27,292.37,259.09
2001-02-28,290.65,261.6
2001-03-01,287.87,264.37
2001-03-02,287.45,265.33
2001-03-05,284.59,263.8
2001-03-06,286.22,265.61
2001-03-07,286.92,266.15
2001-03-08,286.13,267.5
2001-03-09,285.88,268.93
2001-03-12,284.52,267.09
2001-03-13,287.15,267.3
2001-03-14,289.47,264.76
2001-03-15,290.23,267.58
2001-03-16,294.06,266.82
2001-03-19,297.88,265.95
2001-03-20,296.25,265.65
2001-03-21,295.38,263.51
2001-03-22,296.43,264.99
2001-03-23,299.9,267.47
2001-03-26,298.79,266.37
2001-03-27,298.38,264.99
2001-03-28,297.78,264.62
2001-03-29,301.07,267.07
2001-03-30,301.73,269.62
2001-04-02,301.99,270.03
2001-04-03,304.13,270.47
2001-04-04,301.56,270.25
2001-04-05,295.33,271.01
2001-04-06,295.79,267.66
2001-04-09,298.47,269.02
2001-04-10,295.89,270.95
2001-04-11,298.33,269.29
2001-04-12,301.99,269.25
2001-04-13,301.71,269.68
2001-04-16,301.71,270.46
2001-04-17,301.71,270.3
2001-04-18,303.7,270.5
2001-04-19,304.16,272.88
2001-04-20,302.53,273.24
2001-04-23,297.1,275.26
2001-04-24,296.72,275.26
2001-04-25,297.75,275.26
2001-04-26,298.55,277.38
2001-04-27,296.48,280.7
2001-04-30,296.27,281.82
2001-05-01,301.17,284.48
2001-05-02,301.17,284.48
2001-05-03,300.03,283.25
2001-05-04,300.24,289.76
2001-05-07,293.37,288.77
2001-05-08,291.83,287.54
2001-05-09,291.54,288.65
2001-05-10,292.66,287.76
2001-05-11,292.17,283.74
2001-05-14,293.41,284.78
2001-05-15,294.32,286.53
2001-05-16,294.54,283.54
2001-05-17,292.57,285.49
2001-05-18,292.06,290.01
2001-05-21,293.89,289.52
2001-05-22,295.32,292.33
2001-05-23,297.56,288.49
2001-05-24,299.6,285.37
2001-05-25,298.42,285.39
2001-05-28,297.23,289.42
2001-05-29,297.47,284.23
2001-05-30,297.01,280.7
2001-05-31,296.39,277.36
2001-06-01,299.23,278.65
2001-06-04,299.07,277.91
2001-06-05,297.83,277.28
2001-06-06,297.24,274.78
2001-06-07,293.05,273.54
2001-06-08,294.2,271.61
2001-06-11,295.91,268.46
2001-06-12,294.5,273.49
2001-06-13,293.6,272.38
2001-06-14,289.84,271.16
2001-06-15,290.98,269.55
2001-06-18,284.17,272.67
2001-06-19,286.38,271.55
2001-06-20,287.6,269.53
2001-06-21,289.79,272.48
2001-06-22,286.67,274.39
2001-06-25,285.98,276.44
2001-06-26,282.73,276.11
2001-06-27,282.6,278.6
2001-06-28,282.5,276.47
2001-06-29,284.55,276.27
2001-07-02,287.3,273.65
2001-07-03,287.23,272.24
2001-07-04,285.49,274.12
2001-07-05,284.99,273.9
2001-07-06,287.82,272.7
2001-07-09,298.84,272.66
2001-07-10,300.33,274.31
2001-07-11,295.08,273.19
2001-07-12,297.81,273.15
2001-07-13,300.95,273.86
2001-07-16,298.45,278.31
2001-07-17,296.34,278.39
2001-07-18,296.56,278.11
2001-07-19,288.1,278.11
2001-07-20,285.74,282.29
2001-07-23,283.96,282.25
2001-07-24,284.32,278.01
2001-07-25,283.96,278.94
2001-07-26,280.44,276.62
2001-07-27,281.09,277.22
2001-07-30,282.01,277.42
2001-07-31,282.34,280.78
2001-08-01,282.98,281.85
2001-08-02,281.43,281.14
2001-08-03,283.02,284.96
2001-08-06,281.63,288.6
2001-08-07,280.59,288.56
2001-08-08,282.15,286.91
2001-08-09,281.81,288.1
2001-08-10,278.44,290.52
2001-08-13,276.32,288.75
2001-08-14,274.03,285.56
2001-08-15,274.98,289.48
2001-08-16,277.59,286.08
2001-08-17,278.05,287.64
2001-08-20,279.85,285.46
2001-08-21,279.7,285.9
2001-08-22,280.72,289.21
2001-08-23,278.29,290.88
2001-08-24,276.03,292.72
2001-08-27,276.14,289.72
2001-08-28,278.27,289.47
2001-08-29,281.0,289.99
2001-08-30,277.27,291.33
2001-08-31,277.52,293.22
2001-09-03,277.08,293.47
2001-09-04,277.45,293.57
2001-09-05,281.11,290.56
2001-09-06,283.06,294.47
2001-09-07,284.64,296.97
2001-09-10,282.74,301.83
2001-09-11,279.64,299.85
2001-09-12,280.88,304.19
2001-09-13,282.81,303.91
2001-09-14,282.53,302.23
2001-09-17,276.93,301.22
2001-09-18,278.07,303.92
2001-09-19,278.01,307.52
2001-09-20,278.84,307.22
2001-09-21,278.94,309.51
2001-09-24,283.32,308.31
2001-09-25,284.76,295.91
2001-09-26,283.16,299.9
2001-09-27,280.16,300.64
2001-09-28,279.79,297.34
2001-10-01,281.84,298.83
2001-10-02,281.94,300.91
2001-10-03,280.75,299.75
2001-10-04,279.37,300.43
2001-10-05,282.24,301.47
2001-10-08,280.12,299.19
2001-10-09,281.14,301.68
2001-10-10,279.32,301.96
2001-10-11,280.16,300.99
2001-10-12,281.31,301.42
2001-10-15,282.78,303.93
2001-10-16,280.61,304.8
2001-10-17,280.67,309.31
2001-10-18,281.81,309.24
2001-10-19,281.9,308.53
2001-10-22,282.22,312.23
2001-10-23,283.41,310.73
2001-10-24,282.94,313.53
2001-10-25,282.85,313.15
2001-10-26,284.13,316.18
2001-10-29,283.9,318.53
2001-10-30,282.07,316.13
2001-10-31,282.81,310.49
2001-11-01,282.28,312.75
2001-11-02,280.46,307.34
2001-11-05,281.47,304.51
2001-11-06,282.83,302.39
2001-11-07,281.39,304.59
2001-11-08,279.39,307.3
2001-11-09,279.24,308.37
2001-11-12,281.08,309.47
2001-11-13,281.0,304.45
2001-11-14,282.18,306.43
2001-11-15,283.03,307.53
2001-11-16,282.99,306.55
2001-11-19,284.91,307.63
2001-11-20,284.32,309.4
2001-11-21,283.18,311.1
2001-11-22,284.55,312.0
2001-11-23,286.51,313.44
2001-11-26,286.3,313.78
2001-11-27,285.27,313.49
2001-11-28,286.36,314.68
2001-11-29,284.04,309.31
2001-11-30,282.1,306.32
2001-12-03,282.96,305.01
2001-12-04,280.73,303.38
2001-12-05,280.2,297.68
2001-12-06,278.65,301.0
2001-12-07,280.01,300.24
2001-12-10,280.1,296.57
2001-12-11,282.7,298.2
2001-12-12,278.23,301.35
2001-12-13,276.5,302.02
2001-12-14,274.93,302.81
2001-12-17,273.27,299.49
2001-12-18,271.97,294.5
2001-12-19,272.18,295.08
2001-12-20,273.07,297.08
2001-12-21,274.86,291.82
2001-12-24,275.32,289.14
2001-12-25,279.28,286.59
2001-12-26,279.28,286.59
2001-12-27,279.28,286.59
2001-12-28,278.57,285.27
2001-12-31,278.2,285.51
2002-01-01,278.2,284.79
2002-01-02,278.2,284.79
2002-01-03,270.61,280.78
2002-01-04,271.49,277.6
2002-01-07,272.67,279.94
2002-01-08,273.5,277.5
2002-01-09,273.6,278.99
2002-01-10,273.72,281.9
2002-01-11,274.25,281.63
2002-01-14,274.64,278.32
2002-01-15,273.19,277.75
2002-01-16,273.3,281.2
2002-01-17,276.68,281.52
2002-01-18,276.39,282.14
2002-01-21,276.16,281.85
2002-01-22,275.85,282.0
2002-01-23,276.05,285.22
2002-01-24,274.84,281.69
2002-01-25,277.75,285.18
2002-01-28,280.91,289.82
2002-01-29,283.53,287.3
2002-01-30,281.83,288.36
2002-01-31,281.75,288.3
2002-02-01,281.72,285.35
2002-02-04,281.51,282.05
2002-02-05,282.1,281.99
2002-02-06,281.4,281.51
2002-02-07,281.45,284.64
2002-02-08,282.72,284.47
2002-02-11,279.12,287.91
2002-02-12,276.84,287.72
2002-02-13,278.48,285.86
2002-02-14,278.2,286.38
2002-02-15,278.33,289.32
2002-02-18,276.34,292.27
2002-02-19,276.92,291.53
2002-02-20,279.65,288.36
2002-02-21,278.68,292.98
2002-02-22,279.45,290.56
2002-02-25,278.67,294.05
2002-02-26,279.13,293.6
2002-02-27,281.13,292.37
2002-02-28,283.86,290.65
2002-03-01,283.93,287.87
2002-03-04,282.92,287.45
2002-03-05,282.83,284.59
2002-03-06,280.95,286.22
2002-03-07,280.41,286.92
2002-03-08,279.38,286.13
2002-03-11,279.78,285.88
2002-03-12,279.77,284.52
2002-03-13,280.43,287.15
2002-03-14,281.49,289.47
2002-03-15,279.26,290.23
2002-03-18,277.83,294.06
2002-03-19,279.06,297.88
2002-03-20,277.87,296.25
2002-03-21,277.3,295.38
2002-03-22,277.03,296.43
2002-03-25,277.71,299.9
2002-03-26,278.74,298.79
2002-03-27,279.39,298.38
2002-03-28,278.7,297.78
2002-03-29,279.16,301.07
2002-04-01,279.16,301.73
2002-04-02,279.16,301.99
2002-04-03,277.12,304.13
2002-04-04,276.0,301.56
2002-04-05,274.55,295.33
2002-04-08,276.86,295.79
2002-04-09,276.85,298.47
2002-04-10,276.97,295.89
2002-04-11,275.62,298.33
2002-04-12,274.45,301.99
2002-04-15,274.91,301.71
2002-04-16,274.2,301.71
2002-04-17,274.74,301.71
2002-04-18,272.69,303.7
2002-04-19,271.89,304.16
2002-04-22,272.62,302.53
2002-04-23,272.19,297.1
2002-04-24,271.36,296.72
2002-04-25,270.73,297.75
2002-04-26,270.84,298.55
2002-04-29,270.71,296.48
2002-04-30,268.37,296.27
2002-05-01,269.93,301.17
2002-05-02,269.93,301.17
2002-05-03,269.45,300.03
2002-05-06,268.99,300.24
2002-05-07,266.44,293.37
2002-05-08,267.01,291.83
2002-05-09,267.36,291.54
2002-05-10,269.27,292.66
2002-05-13,267.99,292.17
2002-05-14,267.55,293.41
2002-05-15,269.94,294.32
2002-05-16,269.79,294.54
2002-05-17,267.92,292.57
2002-05-20,267.77,292.06
2002-05-21,267.31,293.89
2002-05-22,266.86,295.32
2002-05-23,262.49,297.56
2002-05-24,263.05,299.6
2002-05-27,264.38,298.42
2002-05-28,263.82,297.23
2002-05-29,262.8,297.47
2002-05-30,261.53,297.01
2002-05-31,259.56,296.39
2002-06-03,258.44,299.23
2002-06-04,260.16,299.07
2002-06-05,257.16,297.83
2002-06-06,257.9,297.24
2002-06-07,256.25,293.05
2002-06-10,255.52,294.2
2002-06-11,255.42,295.91
2002-06-12,256.09,294.5
2002-06-13,255.24,293.6
2002-06-14,256.23,289.84
2002-06-17,255.29,290.98
2002-06-18,257.09,284.17
2002-06-19,256.16,286.38
2002-06-20,254.6,287.6
2002-06-21,254.01,289.79
2002-06-24,253.51,286.67
2002-06-25,249.92,285.98
2002-06-26,250.66,282.73
2002-06-27,246.55,282.6
2002-06-28,248.83,282.5
2002-07-01,245.54,284.55
2002-07-02,246.27,287.3
2002-07-03,248.34,287.23
2002-07-04,250.66,285.49
2002-07-05,253.88,284.99
2002-07-08,257.12,287.82
2002-07-09,255.58,298.84
2002-07-10,255.39,300.33
2002-07-11,254.83,295.08
2002-07-12,253.25,297.81
2002-07-15,249.7,300.95
2002-07-16,245.96,298.45
2002-07-17,244.45,296.34
2002-07-18,244.8,296.56
2002-07-19,243.44,288.1
2002-07-22,241.28,285.74
2002-07-23,242.81,283.96
2002-07-24,246.96,284.32
2002-07-25,248.46,283.96
2002-07-26,244.11,280.44
2002-07-29,244.85,281.09
2002-07-30,248.91,282.01
2002-07-31,248.5,282.34
2002-08-01,250.64,282.98
2002-08-02,250.97,281.43
2002-08-05,249.13,283.02
2002-08-06,249.14,281.63
2002-08-07,251.91,280.59
2002-08-08,252.11,282.15
2002-08-09,252.55,281.81
2002-08-12,250.96,278.44
2002-08-13,250.19,276.32
2002-08-14,250.14,274.03
2002-08-15,250.25,274.98
2002-08-16,251.39,277.59
2002-08-19,250.84,278.05
2002-08-20,251.5,279.85
2002-08-21,250.86,279.7
2002-08-22,250.61,280.72
2002-08-23,250.67,278.29
2002-08-26,252.47,276.03
2002-08-27,252.96,276.14
2002-08-28,251.74,278.27
2002-08-29,250.37,281.0
2002-08-30,249.42,277.27
2002-09-02,249.36,277.52
2002-09-03,249.09,277.08
2002-09-04,247.41,277.45
2002-09-05,247.36,281.11
2002-09-06,245.8,283.06
2002-09-09,246.9,284.64
2002-09-10,249.08,282.74
2002-09-11,249.23,279.64
2002-09-12,249.86,280.88
2002-09-13,249.57,282.81
2002-09-16,248.53,282.53
2002-09-17,251.42,276.93
2002-09-18,252.12,278.07
