Date,LTL,YTD
2005-08-02,2.8258,2.868
2005-08-03,2.8262,2.8642
2005-08-04,2.8053,2.8721
2005-08-05,2.8028,2.8814
2005-08-08,2.7877,2.8673
2005-08-09,2.7913,2.8621
2005-08-10,2.7919,2.8193
2005-08-11,2.7897,2.812
2005-08-12,2.7834,2.8225
2005-08-15,2.7718,2.8172
2005-08-16,2.7904,2.8258
2005-08-17,2.8042,2.7987
2005-08-18,2.8081,2.7985
2005-08-19,2.8272,2.8001
2005-08-22,2.8341,2.7938
2005-08-23,2.823,2.8088
2005-08-24,2.8225,2.8186
2005-08-25,2.8276,2.8444
2005-08-26,2.8136,2.858
2005-08-29,2.8056,2.8536
2005-08-30,2.8097,2.8571
2005-08-31,2.8346,2.8661
2005-09-01,2.8306,2.851
2005-09-02,2.7872,2.8376
2005-09-05,2.7532,2.8367
2005-09-06,2.7539,2.836
2005-09-07,2.766,2.8604
2005-09-08,2.7731,2.8585
2005-09-09,2.7805,2.868
2005-09-12,2.7812,2.8323
2005-09-13,2.8042,2.8258
2005-09-14,2.8126,2.8218
2005-09-15,2.804,2.8216
2005-09-16,2.8248,2.8214
2005-09-19,2.8202,2.8399
2005-09-20,2.8444,2.8276
2005-09-21,2.8409,2.846
2005-09-22,2.8244,2.8126
2005-09-23,2.8246,2.8198
2005-09-26,2.8493,2.8037
2005-09-27,2.8699,2.8051
2005-09-28,2.8761,2.8177
2005-09-29,2.8685,2.7992
2005-09-30,2.8623,2.8019
2005-10-03,2.8673,2.7825
2005-10-04,2.8935,2.7816
2005-10-05,2.8923,2.806
2005-10-06,2.8901,2.8062
2005-10-07,2.8628,2.8113
2005-10-10,2.8432,2.8069
2005-10-11,2.8564,2.8037
2005-10-12,2.8721,2.7863
2005-10-13,2.8754,2.8044
2005-10-14,2.8821,2.8147
2005-10-17,2.8776,2.7897
2005-10-18,2.8721,2.7814
2005-10-19,2.8925,2.768
2005-10-20,2.8894,2.7603
2005-10-21,2.8886,2.7425
2005-10-24,2.8745,2.739
2005-10-25,2.8908,2.739
2005-10-26,2.8733,2.6992
2005-10-27,2.8633,2.7009
2005-10-28,2.8465,2.6992
2005-10-31,2.8446,2.7164
2005-11-01,2.8718,2.7108
2005-11-02,2.8754,2.7085
2005-11-03,2.8793,2.7177
2005-11-04,2.8675,2.7072
2005-11-07,2.8935,2.682
2005-11-08,2.9202,2.6857
2005-11-09,2.9408,2.6731
2005-11-10,2.9416,2.6743
2005-11-11,2.9356,2.6607
2005-11-14,2.9519,2.6787
2005-11-15,2.9478,2.6722
2005-11-16,2.9595,2.6652
2005-11-17,2.9569,2.6619
2005-11-18,2.9531,2.6507
2005-11-21,2.9564,2.6511
2005-11-22,2.9234,2.6519
2005-11-23,2.9509,2.6493
2005-11-24,2.9321,2.6379
2005-11-25,2.9303,2.6265
2005-11-28,2.9353,2.6132
2005-11-29,2.9446,2.6082
2005-11-30,2.9278,2.6065
2005-12-01,2.9338,2.5971
2005-12-02,2.9398,2.5973
2005-12-05,2.9519,2.5934
2005-12-06,2.9343,2.5961
2005-12-07,2.9303,2.57
2005-12-08,2.9486,2.566
2005-12-09,2.9351,2.5961
2005-12-12,2.9298,2.5951
2005-12-13,2.8954,2.6175
2005-12-14,2.8954,2.6024
2005-12-15,2.8725,2.5928
2005-12-16,2.8776,2.58
2005-12-19,2.8814,2.5765
2005-12-20,2.8829,2.6031
2005-12-21,2.8882,2.581
2005-12-22,2.9084,2.5779
2005-12-23,2.9207,2.5798
2005-12-26,2.9115,2.566
2005-12-27,2.9115,2.5497
2005-12-28,2.9133,2.5525
2005-12-29,2.8976,2.5327
2005-12-30,2.9199,2.5373
2006-01-02,2.9268,2.5381
2006-01-03,2.9197,2.5349
2006-01-04,2.9076,2.5563
2006-01-05,2.8576,2.5835
2006-01-06,2.8564,2.611
2006-01-09,2.8552,2.6191
2006-01-10,2.8588,2.6158
2006-01-11,2.8621,2.6351
2006-01-12,2.8564,2.6271
2006-01-13,2.8505,2.6279
2006-01-16,2.868,2.6094
2006-01-17,2.8507,2.6375
2006-01-18,2.8595,2.6387
2006-01-19,2.8477,2.6438
2006-01-20,2.8599,2.6392
2006-01-23,2.8611,2.6691
2006-01-24,2.8124,2.6636
2006-01-25,2.8136,2.6428
2006-01-26,2.8085,2.6509
2006-01-27,2.8177,2.655
2006-01-30,2.8367,2.6507
2006-01-31,2.8578,2.6489
2006-02-01,2.8493,2.6489
2006-02-02,2.8554,2.6505
2006-02-03,2.8616,2.6436
2006-02-06,2.8628,2.6558
2006-02-07,2.8819,2.6646
2006-02-08,2.8838,2.6883
2006-02-09,2.8899,2.7051
2006-02-10,2.8841,2.7055
2006-02-13,2.8845,2.7024
2006-02-14,2.9044,2.686
2006-02-15,2.902,2.6628
2006-02-16,2.9005,2.6527
2006-02-17,2.9118,2.6479
2006-02-20,2.9106,2.6476
2006-02-21,2.8937,2.6481
2006-02-22,2.9001,2.6448
2006-02-23,2.9076,2.6171
2006-02-24,2.8877,2.6152
2006-02-27,2.9025,2.6039
2006-02-28,2.9133,2.6227
2006-03-01,2.9076,2.6045
2006-03-02,2.8884,2.6126
2006-03-03,2.8964,2.6355
2006-03-06,2.8725,2.6269
2006-03-07,2.8733,2.6327
2006-03-08,2.8983,2.6164
2006-03-09,2.8981,2.6067
2006-03-10,2.8966,2.5871
2006-03-13,2.8969,2.575
2006-03-14,2.8962,2.5736
2006-03-15,2.8899,2.5821
2006-03-16,2.8711,2.58
2006-03-17,2.8609,2.5819
2006-03-20,2.8336,2.581
2006-03-21,2.8362,2.6002
2006-03-22,2.8432,2.616
2006-03-23,2.8609,2.6207
2006-03-24,2.8642,2.6458
2006-03-27,2.8848,2.6597
2006-03-28,2.8714,2.6597
2006-03-29,2.8573,2.6597
2006-03-30,2.8745,2.6712
2006-03-31,2.8545,2.6677
2006-04-03,2.8526,2.6634
2006-04-04,2.8623,2.6644
2006-04-05,2.8262,2.6801
2006-04-06,2.8159,2.6954
2006-04-07,2.8044,2.6849
2006-04-10,2.835,2.6718
2006-04-11,2.8538,2.6935
2006-04-12,2.8524,2.6619
2006-04-13,2.8477,2.6591
2006-04-14,2.855,2.672
2006-04-17,2.855,2.6933
2006-04-18,2.855,2.6832
2006-04-19,2.8182,2.6628
2006-04-20,2.7967,2.6568
2006-04-21,2.7967,2.646
2006-04-24,2.8037,2.6442
2006-04-25,2.7924,2.6404
2006-04-26,2.7789,2.663
2006-04-27,2.7789,2.6599
2006-04-28,2.7814,2.6724
2006-05-01,2.7541,2.6756
2006-05-02,2.7541,2.6648
2006-05-03,2.731,2.6843
2006-05-04,2.7355,2.6857
2006-05-05,2.7421,2.6656
2006-05-08,2.7213,2.6654
2006-05-09,2.7068,2.6669
2006-05-10,2.7194,2.6925
2006-05-11,2.7019,2.6862
2006-05-12,2.7153,2.6803
2006-05-15,2.6737,2.7036
2006-05-16,2.692,2.7327
2006-05-17,2.6939,2.7368
2006-05-18,2.6803,2.7325
2006-05-19,2.7038,2.7358
2006-05-22,2.7045,2.7312
2006-05-23,2.7074,2.7388
2006-05-24,2.6889,2.7517
2006-05-25,2.6868,2.7366
2006-05-26,2.707,2.7482
2006-05-29,2.6981,2.7572
2006-05-30,2.7064,2.751
2006-05-31,2.6893,2.7684
2006-06-01,2.6832,2.8001
2006-06-02,2.7111,2.8237
2006-06-05,2.6943,2.8156
2006-06-06,2.6646,2.8097
2006-06-07,2.6876,2.8136
2006-06-08,2.6998,2.8106
2006-06-09,2.7113,2.8017
2006-06-12,2.7275,2.8211
2006-06-13,2.7464,2.8235
2006-06-14,2.7466,2.8625
2006-06-15,2.7484,2.8512
2006-06-16,2.7381,2.8609
2006-06-19,2.7293,2.85
2006-06-20,2.7423,2.8355
2006-06-21,2.7521,2.8278
2006-06-22,2.7334,2.8554
2006-06-23,2.7442,2.851
2006-06-26,2.7618,2.8616
2006-06-27,2.7488,2.8578
2006-06-28,2.7475,2.8385
2006-06-29,2.7469,2.8547
2006-06-30,2.7558,2.8644
2006-07-03,2.716,2.8554
2006-07-04,2.6996,2.8566
2006-07-05,2.6994,2.903
2006-07-06,2.6988,2.9057
2006-07-07,2.7113,2.8983
2006-07-10,2.7021,2.8877
2006-07-11,2.7077,2.9005
2006-07-12,2.7111,2.8759
2006-07-13,2.714,2.8381
2006-07-14,2.7205,2.8339
2006-07-17,2.726,2.8614
2006-07-18,2.7532,2.8599
2006-07-19,2.7554,2.8644
2006-07-20,2.7662,2.8858
2006-07-21,2.731,2.8623
2006-07-24,2.723,2.8332
2006-07-25,2.7332,2.8434
2006-07-26,2.7325,2.8618
2006-07-27,2.7431,2.8805
2006-07-28,2.7108,2.8797
2006-07-31,2.7265,2.8536
2006-08-01,2.7045,2.8552
2006-08-02,2.7062,2.8258
2006-08-03,2.6979,2.8262
2006-08-04,2.7015,2.8053
2006-08-07,2.6992,2.8028
2006-08-08,2.687,2.7877
2006-08-09,2.6893,2.7913
2006-08-10,2.681,2.7919
2006-08-11,2.6855,2.7897
2006-08-14,2.7028,2.7834
2006-08-15,2.7149,2.7718
2006-08-16,2.7134,2.7904
2006-08-17,2.699,2.8042
2006-08-18,2.681,2.8081
2006-08-21,2.6971,2.8272
2006-08-22,2.6727,2.8341
2006-08-23,2.695,2.823
2006-08-24,2.695,2.8225
2006-08-25,2.691,2.8276
2006-08-28,2.7055,2.8136
2006-08-29,2.6975,2.8056
2006-08-30,2.6958,2.8097
2006-08-31,2.6937,2.8346
2006-09-01,2.6868,2.8306
2006-09-04,2.6939,2.7872
2006-09-05,2.6866,2.7532
2006-09-06,2.6954,2.7539
2006-09-07,2.699,2.766
2006-09-08,2.7121,2.7731
2006-09-11,2.716,2.7805
2006-09-12,2.716,2.7812
2006-09-13,2.7168,2.8042
2006-09-14,2.7237,2.8126
2006-09-15,2.7138,2.804
2006-09-18,2.7241,2.8248
2006-09-19,2.7263,2.8202
2006-09-20,2.7286,2.8444
2006-09-21,2.7239,2.8409
2006-09-22,2.7121,2.8244
2006-09-25,2.6939,2.8246
2006-09-26,2.7043,2.8493
2006-09-27,2.7198,2.8699
2006-09-28,2.7222,2.8761
2006-09-29,2.716,2.8685
2006-10-02,2.7273,2.8623
2006-10-03,2.722,2.8673
2006-10-04,2.7108,2.8935
2006-10-05,2.7222,2.8923
2006-10-06,2.7143,2.8901
2006-10-09,2.7265,2.8628
2006-10-10,2.7397,2.8432
2006-10-11,2.7539,2.8564
2006-10-12,2.7528,2.8721
2006-10-13,2.7554,2.8754
2006-10-16,2.7512,2.8821
2006-10-17,2.7589,2.8776
2006-10-18,2.7569,2.8721
2006-10-19,2.7528,2.8925
2006-10-20,2.7488,2.8894
2006-10-23,2.7364,2.8886
2006-10-24,2.7499,2.8745
2006-10-25,2.7532,2.8908
2006-10-26,2.7447,2.8733
2006-10-27,2.7288,2.8633
2006-10-30,2.7224,2.8465
2006-10-31,2.7151,2.8446
2006-11-01,2.7196,2.8718
2006-11-02,2.7066,2.8754
2006-11-03,2.7045,2.8793
2006-11-06,2.706,2.8675
2006-11-07,2.7183,2.8935
2006-11-08,2.707,2.9202
2006-11-09,2.7026,2.9408
2006-11-10,2.6983,2.9416
2006-11-13,2.6841,2.9356
2006-11-14,2.6912,2.9519
2006-11-15,2.6925,2.9478
2006-11-16,2.6992,2.9595
2006-11-17,2.6967,2.9569
2006-11-20,2.703,2.9531
2006-11-21,2.6889,2.9564
2006-11-22,2.6946,2.9234
2006-11-23,2.6795,2.9509
2006-11-24,2.6656,2.9321
2006-11-27,2.6402,2.9303
2006-11-28,2.6329,2.9353
2006-11-29,2.6263,2.9446
2006-11-30,2.6243,2.9278
2006-12-01,2.6158,2.9338
2006-12-04,2.6071,2.9398
2006-12-05,2.5943,2.9519
2006-12-06,2.5901,2.9343
2006-12-07,2.6012,2.9303
2006-12-08,2.5967,2.9486
2006-12-11,2.6008,2.9351
2006-12-12,2.6203,2.9298
2006-12-13,2.6071,2.8954
2006-12-14,2.6029,2.8954
2006-12-15,2.6173,2.8725
2006-12-18,2.6345,2.8776
2006-12-19,2.6367,2.8814
2006-12-20,2.6241,2.8829
2006-12-21,2.6152,2.8882
2006-12-22,2.6201,2.9084
2006-12-25,2.6173,2.9207
2006-12-26,2.6173,2.9115
2006-12-27,2.6173,2.9115
2006-12-28,2.6239,2.9133
2006-12-29,2.6211,2.8976
2007-01-01,2.6217,2.9199
2007-01-02,2.6217,2.9268
2007-01-03,2.602,2.9197
2007-01-04,2.6096,2.9076
2007-01-05,2.6345,2.8576
2007-01-08,2.6389,2.8564
2007-01-09,2.6548,2.8552
2007-01-10,2.6523,2.8588
2007-01-11,2.6585,2.8621
2007-01-12,2.6593,2.8564
2007-01-15,2.678,2.8505
2007-01-16,2.6681,2.868
2007-01-17,2.6656,2.8507
2007-01-18,2.6747,2.8595
2007-01-19,2.672,2.8477
2007-01-22,2.6646,2.8599
2007-01-23,2.6691,2.8611
2007-01-24,2.6479,2.8124
2007-01-25,2.655,2.8136
2007-01-26,2.6605,2.8085
2007-01-29,2.6764,2.8177
2007-01-30,2.6722,2.8367
2007-01-31,2.6617,2.8578
2007-02-01,2.6654,2.8493
2007-02-02,2.6519,2.8554
2007-02-05,2.6519,2.8616
2007-02-06,2.6714,2.8628
2007-02-07,2.6652,2.8819
2007-02-08,2.6587,2.8838
2007-02-09,2.6578,2.8899
2007-02-12,2.6546,2.8841
2007-02-13,2.665,2.8845
2007-02-14,2.6515,2.9044
2007-02-15,2.6394,2.902
2007-02-16,2.6283,2.9005
2007-02-19,2.6319,2.9118
2007-02-20,2.6293,2.9106
2007-02-21,2.6267,2.8937
2007-02-22,2.6267,2.9001
2007-02-23,2.6345,2.9076
2007-02-26,2.6289,2.8877
2007-02-27,2.6237,2.9025
2007-02-28,2.6098,2.9133
2007-03-01,2.6136,2.9076
2007-03-02,2.6108,2.8884
2007-03-05,2.6231,2.8964
2007-03-06,2.6392,2.8725
2007-03-07,2.6357,2.8733
2007-03-08,2.6287,2.8983
2007-03-09,2.6253,2.8981
2007-03-12,2.6247,2.8966
2007-03-13,2.6245,2.8969
2007-03-14,2.6122,2.8962
2007-03-15,2.6191,2.8899
2007-03-16,2.6106,2.8711
2007-03-19,2.5912,2.8609
2007-03-20,2.5955,2.8336
2007-03-21,2.5969,2.8362
2007-03-22,2.5975,2.8432
2007-03-23,2.5862,2.8609
2007-03-26,2.5908,2.8642
2007-03-27,2.6029,2.8848
2007-03-28,2.5869,2.8714
2007-03-29,2.5868,2.8573
2007-03-30,2.586,2.8745
2007-04-02,2.5926,2.8545
2007-04-03,2.5833,2.8526
2007-04-04,2.5848,2.8623
2007-04-05,2.586,2.8262
2007-04-06,2.5819,2.8159
2007-04-09,2.5819,2.8044
2007-04-10,2.5819,2.835
2007-04-11,2.5717,2.8538
2007-04-12,2.5733,2.8524
2007-04-13,2.5639,2.8477
2007-04-16,2.5516,2.855
2007-04-17,2.5482,2.855
2007-04-18,2.5484,2.855
2007-04-19,2.5431,2.8182
2007-04-20,2.5386,2.7967
2007-04-23,2.5377,2.7967
2007-04-24,2.5469,2.8037
2007-04-25,2.5422,2.7924
2007-04-26,2.5297,2.7789
2007-04-27,2.5396,2.7789
2007-04-30,2.5308,2.7814
2007-05-01,2.5379,2.7541
2007-05-02,2.5379,2.7541
2007-05-03,2.5411,2.731
2007-05-04,2.5364,2.7355
2007-05-07,2.5461,2.7421
2007-05-08,2.536,2.7213
2007-05-09,2.5467,2.7068
2007-05-10,2.551,2.7194
2007-05-11,2.5525,2.7019
2007-05-14,2.5603,2.7153
2007-05-15,2.5484,2.6737
2007-05-16,2.5505,2.692
2007-05-17,2.5437,2.6939
2007-05-18,2.5546,2.6803
2007-05-21,2.562,2.7038
2007-05-22,2.5683,2.7045
2007-05-23,2.5664,2.7074
2007-05-24,2.5595,2.6889
2007-05-25,2.5675,2.6868
2007-05-28,2.5689,2.707
2007-05-29,2.5666,2.6981
2007-05-30,2.5559,2.7064
2007-05-31,2.5729,2.6893
2007-06-01,2.5666,2.6832
2007-06-04,2.5698,2.7111
2007-06-05,2.561,2.6943
2007-06-06,2.5516,2.6646
2007-06-07,2.5552,2.6876
2007-06-08,2.5633,2.6998
2007-06-11,2.5866,2.7113
2007-06-12,2.5854,2.7275
2007-06-13,2.5873,2.7464
2007-06-14,2.5986,2.7466
2007-06-15,2.5953,2.7484
2007-06-18,2.5934,2.7381
2007-06-19,2.5759,2.7293
2007-06-20,2.5761,2.7423
2007-06-21,2.5715,2.7521
2007-06-22,2.5773,2.7334
2007-06-25,2.5689,2.7442
2007-06-26,2.565,2.7618
2007-06-27,2.5652,2.7488
2007-06-28,2.5694,2.7475
2007-06-29,2.5639,2.7469
2007-07-02,2.5567,2.7558
2007-07-03,2.5411,2.716
2007-07-04,2.5386,2.6996
2007-07-05,2.5355,2.6994
2007-07-06,2.5314,2.6988
2007-07-09,2.5396,2.7113
2007-07-10,2.5349,2.7021
2007-07-11,2.5266,2.7077
2007-07-12,2.5106,2.7111
2007-07-13,2.5042,2.714
2007-07-16,2.5053,2.7205
2007-07-17,2.5055,2.726
2007-07-18,2.5073,2.7532
2007-07-19,2.5058,2.7554
2007-07-20,2.4984,2.7662
2007-07-23,2.5015,2.731
2007-07-24,2.4982,2.723
2007-07-25,2.4961,2.7332
2007-07-26,2.5124,2.7325
2007-07-27,2.5163,2.7431
2007-07-30,2.5293,2.7108
2007-07-31,2.5279,2.7265
2007-08-01,2.519,2.7045
2007-08-02,2.5271,2.7062
2007-08-03,2.5269,2.6979
2007-08-06,2.5214,2.7015
2007-08-07,2.4988,2.6992
2007-08-08,2.5031,2.687
2007-08-09,2.5031,2.6893
2007-08-10,2.515,2.681
2007-08-13,2.5295,2.6855
2007-08-14,2.5293,2.7028
2007-08-15,2.5405,2.7149
2007-08-16,2.5622,2.7134
2007-08-17,2.5758,2.699
2007-08-20,2.5664,2.681
2007-08-21,2.5622,2.6971
2007-08-22,2.5561,2.6727
2007-08-23,2.559,2.695
2007-08-24,2.5437,2.695
2007-08-27,2.536,2.691
2007-08-28,2.528,2.7055
2007-08-29,2.5269,2.6975
2007-08-30,2.533,2.6958
2007-08-31,2.537,2.6937
2007-09-03,2.5194,2.6868
2007-09-04,2.5329,2.6939
2007-09-05,2.5426,2.6866
2007-09-06,2.5411,2.6954
2007-09-07,2.526,2.699
2007-09-10,2.521,2.7121
2007-09-11,2.5029,2.716
2007-09-12,2.4977,2.716
2007-09-13,2.4867,2.7168
2007-09-14,2.4846,2.7237
2007-09-17,2.4912,2.7138
2007-09-18,2.4881,2.7241
2007-09-19,2.4899,2.7263
2007-09-20,2.4707,2.7286
2007-09-21,2.461,2.7239
2007-09-24,2.4577,2.7121
2007-09-25,2.4465,2.6939
2007-09-26,2.4478,2.7043
2007-09-27,2.4441,2.7198
2007-09-28,2.435,2.7222
2007-10-01,2.4352,2.716
2007-10-02,2.4261,2.7273
2007-10-03,2.4376,2.722
2007-10-04,2.4324,2.7108
2007-10-05,2.4472,2.7222
2007-10-08,2.4426,2.7143
2007-10-09,2.4507,2.7265
2007-10-10,2.4598,2.7397
2007-10-11,2.4408,2.7539
2007-10-12,2.4317,2.7528
2007-10-15,2.4362,2.7554
2007-10-16,2.4271,2.7512
2007-10-17,2.4401,2.7589
2007-10-18,2.4315,2.7569
2007-10-19,2.4147,2.7528
2007-10-22,2.4166,2.7488
2007-10-23,2.4374,2.7364
2007-10-24,2.4223,2.7499
2007-10-25,2.4264,2.7532
2007-10-26,2.413,2.7447
2007-10-29,2.4004,2.7288
2007-10-30,2.3993,2.7224
2007-10-31,2.3966,2.7151
2007-11-01,2.39,2.7196
2007-11-02,2.394,2.7066
2007-11-05,2.3847,2.7045
2007-11-06,2.3832,2.706
2007-11-07,2.3735,2.7183
2007-11-08,2.3453,2.707
2007-11-09,2.3543,2.7026
2007-11-12,2.3516,2.6983
2007-11-13,2.3683,2.6841
2007-11-14,2.3638,2.6912
2007-11-15,2.3488,2.6925
2007-11-16,2.3586,2.6992
2007-11-19,2.3567,2.6967
2007-11-20,2.3562,2.703
2007-11-21,2.3353,2.6889
2007-11-22,2.3308,2.6946
2007-11-23,2.3284,2.6795
2007-11-26,2.3316,2.6656
2007-11-27,2.3259,2.6402
2007-11-28,2.3214,2.6329
2007-11-29,2.3414,2.6263
2007-11-30,2.3428,2.6243
2007-12-03,2.3391,2.6158
2007-12-04,2.3543,2.6071
2007-12-05,2.3423,2.5943
2007-12-06,2.3457,2.5901
2007-12-07,2.3724,2.6012
2007-12-10,2.357,2.5967
2007-12-11,2.346,2.6008
2007-12-12,2.3533,2.6203
2007-12-13,2.3528,2.6071
2007-12-14,2.3516,2.6029
2007-12-17,2.3798,2.6173
2007-12-18,2.3989,2.6345
2007-12-19,2.3951,2.6367
2007-12-20,2.4003,2.6241
2007-12-21,2.4063,2.6152
2007-12-24,2.4011,2.6201
2007-12-25,2.3981,2.6173
2007-12-26,2.3981,2.6173
2007-12-27,2.3981,2.6173
2007-12-28,2.3786,2.6239
2007-12-31,2.3501,2.6211
2008-01-01,2.3455,2.6217
2008-01-02,2.3455,2.6217
2008-01-03,2.3508,2.602
2008-01-04,2.3404,2.6096
2008-01-07,2.3445,2.6345
2008-01-08,2.3452,2.6389
2008-01-09,2.348,2.6548
2008-01-10,2.352,2.6523
2008-01-11,2.3549,2.6585
2008-01-14,2.3342,2.6593
2008-01-15,2.3181,2.678
2008-01-16,2.3195,2.6681
2008-01-17,2.3342,2.6656
2008-01-18,2.3503,2.6747
2008-01-21,2.353,2.672
2008-01-22,2.3842,2.6646
2008-01-23,2.3822,2.6691
2008-01-24,2.3692,2.6479
2008-01-25,2.3548,2.655
2008-01-28,2.348,2.6605
2008-01-29,2.3401,2.6764
2008-01-30,2.3372,2.6722
2008-01-31,2.3314,2.6617
2008-02-01,2.322,2.6654
2008-02-04,2.319,2.6519
2008-02-05,2.3284,2.6519
2008-02-06,2.3508,2.6714
2008-02-07,2.3615,2.6652
2008-02-08,2.37,2.6587
2008-02-11,2.3791,2.6578
2008-02-12,2.3744,2.6546
2008-02-13,2.375,2.665
2008-02-14,2.3672,2.6515
2008-02-15,2.3607,2.6394
2008-02-18,2.353,2.6283
2008-02-19,2.3591,2.6319
2008-02-20,2.3422,2.6293
2008-02-21,2.3559,2.6267
2008-02-22,2.3431,2.6267
2008-02-25,2.3254,2.6345
2008-02-26,2.3303,2.6289
2008-02-27,2.3214,2.6237
2008-02-28,2.2951,2.6098
2008-02-29,2.2834,2.6098
2008-03-03,2.2765,2.6108
2008-03-04,2.2711,2.6108
2008-03-05,2.2707,2.6231
2008-03-06,2.2722,2.6392
2008-03-07,2.2539,2.6357
2008-03-10,2.2396,2.6253
2008-03-11,2.2508,2.6253
2008-03-12,2.2451,2.6247
2008-03-13,2.2309,2.6245
2008-03-14,2.2166,2.6122
2008-03-17,2.2189,2.6106
2008-03-18,2.1895,2.6106
2008-03-19,2.1893,2.5912
2008-03-20,2.2004,2.5955
2008-03-21,2.2387,2.5969
2008-03-24,2.2387,2.5862
2008-03-25,2.2387,2.5862
2008-03-26,2.2177,2.5908
2008-03-27,2.1978,2.6029
2008-03-28,2.1873,2.5869
2008-03-31,2.1859,2.586
2008-04-01,2.1837,2.586
2008-04-02,2.2049,2.5926
2008-04-03,2.2088,2.5833
2008-04-04,2.2239,2.5848
2008-04-07,2.1962,2.5819
2008-04-08,2.2002,2.5819
2008-04-09,2.2001,2.5819
2008-04-10,2.1956,2.5819
2008-04-11,2.175,2.5717
2008-04-14,2.1808,2.5639
2008-04-15,2.1758,2.5639
2008-04-16,2.1815,2.5516
2008-04-17,2.1678,2.5482
2008-04-18,2.1754,2.5484
2008-04-21,2.1881,2.5386
2008-04-22,2.1718,2.5386
2008-04-23,2.1673,2.5377
2008-04-24,2.1661,2.5469
2008-04-25,2.1896,2.5422
2008-04-28,2.2139,2.5396
2008-04-29,2.2094,2.5396
2008-04-30,2.2175,2.5308
2008-05-01,2.2219,2.5379
2008-05-02,2.2219,2.5379
2008-05-05,2.2337,2.5364
2008-05-06,2.2334,2.5364
2008-05-07,2.2236,2.5461
2008-05-08,2.2377,2.536
2008-05-09,2.2498,2.5467
2008-05-12,2.2337,2.5525
2008-05-13,2.2377,2.5525
2008-05-14,2.2315,2.5603
2008-05-15,2.2364,2.5484
2008-05-16,2.2314,2.5505
2008-05-19,2.2279,2.5546
2008-05-20,2.2166,2.5546
2008-05-21,2.2078,2.562
2008-05-22,2.1918,2.5683
2008-05-23,2.1916,2.5664
2008-05-26,2.1934,2.5675
2008-05-27,2.1907,2.5675
2008-05-28,2.1909,2.5689
2008-05-29,2.2054,2.5666
2008-05-30,2.2203,2.5559
2008-06-02,2.2265,2.5666
2008-06-03,2.2246,2.5666
2008-06-04,2.2143,2.5698
2008-06-05,2.2325,2.561
2008-06-06,2.2418,2.5516
2008-06-09,2.2138,2.5633
2008-06-10,2.1875,2.5633
2008-06-11,2.2239,2.5866
2008-06-12,2.2255,2.5854
2008-06-13,2.2396,2.5873
2008-06-16,2.2514,2.5953
2008-06-17,2.2335,2.5953
2008-06-18,2.2309,2.5934
2008-06-19,2.2286,2.5759
2008-06-20,2.2303,2.5761
2008-06-23,2.2119,2.5773
2008-06-24,2.2246,2.5773
2008-06-25,2.2179,2.5689
2008-06-26,2.2135,2.565
2008-06-27,2.1949,2.5652
2008-06-30,2.1925,2.5639
2008-07-01,2.1903,2.5639
2008-07-02,2.1888,2.5567
2008-07-03,2.1845,2.5411
2008-07-04,2.1736,2.5386
2008-07-07,2.2033,2.5314
2008-07-08,2.2061,2.5314
2008-07-09,2.2011,2.5396
2008-07-10,2.1971,2.5349
2008-07-11,2.1981,2.5266
2008-07-14,2.1805,2.5042
2008-07-15,2.1788,2.5042
2008-07-16,2.1593,2.5053
2008-07-17,2.1732,2.5055
2008-07-18,2.1786,2.5073
2008-07-21,2.1831,2.4984
2008-07-22,2.1773,2.4984
2008-07-23,2.169,2.5015
2008-07-24,2.1935,2.4982
2008-07-25,2.2025,2.4961
2008-07-28,2.1945,2.5163
2008-07-29,2.1928,2.5163
2008-07-30,2.1985,2.5293
2008-07-31,2.2149,2.5279
2008-08-01,2.2118,2.519
2008-08-04,2.217,2.5269
2008-08-05,2.2182,2.5269
2008-08-06,2.2295,2.5214
2008-08-07,2.2308,2.4988
2008-08-08,2.2318,2.5031
2008-08-11,2.2906,2.515
2008-08-12,2.3,2.515
2008-08-13,2.3162,2.5295
2008-08-14,2.3168,2.5293
2008-08-15,2.3162,2.5405
2008-08-18,2.3442,2.5758
2008-08-19,2.3482,2.5758
2008-08-20,2.3525,2.5664
2008-08-21,2.3434,2.5622
2008-08-22,2.3308,2.5561
2008-08-25,2.3317,2.5437
2008-08-26,2.3382,2.5437
2008-08-27,2.3653,2.536
2008-08-28,2.3382,2.528
2008-08-29,2.3376,2.5269
2008-09-01,2.3433,2.537
2008-09-02,2.3615,2.537
2008-09-03,2.3786,2.5194
2008-09-04,2.391,2.5329
2008-09-05,2.3832,2.5426
2008-09-08,2.4235,2.526
2008-09-09,2.4292,2.526
2008-09-10,2.4412,2.521
2008-09-11,2.4498,2.5029
2008-09-12,2.478,2.4977
2008-09-15,2.4547,2.4846
2008-09-16,2.44,2.4846
2008-09-17,2.4201,2.4912
2008-09-18,2.4274,2.4881
2008-09-19,2.3809,2.4899
2008-09-22,2.4254,2.461
2008-09-23,2.3696,2.461
2008-09-24,2.3439,2.4577
2008-09-25,2.3504,2.4465
2008-09-26,2.3488,2.4478
2008-09-29,2.3585,2.435
2008-09-30,2.4063,2.435
2008-10-01,2.414,2.4352
2008-10-02,2.4521,2.4261
2008-10-03,2.4835,2.4376
2008-10-06,2.4959,2.4472
2008-10-07,2.5325,2.4472
2008-10-08,2.5329,2.4426
